Title	Year	Journal	Targeted organisms	Technical target	Methods	Topics
Microbial succession, community assembly and adaptation over five years in a newly discovered deep-sea cold seep	2024	bioRxiv	Microbiome	Community (taxonomy) profiling, MAGs, Comparative analysis	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity
Prevalence and spectrum of germline BRCA1 and BRCA2 mutations in multiethnic cohort of breast cancer patients in Brunei Darussalam	2024	PLOS One	Pathogen			Health & Disease
Patterns of the within-host evolution of human norovirus in immunocompromised individuals and implications for treatment	2024	eBioMedicine	Virus			Health & Disease
Transcriptomic analyses of host-virus interactions during in vitro infection with wild-type and glycoprotein g-deficient (ΔgG) strains of ILTV in primary and continuous cell cultures	2024	PLOS ONE	Virus	Interactome	(Meta)transcriptomics	Health & Disease
Sargassum spp. and Ascophyllum nodosum seaweed extract formulations improve plant growth and alter the bacterial dynamics in hydroponically cultivated lettuce	2024	Journal of Applied Phycology	Bacteria			Ecosystem Dynamics & Biodiversity
Deep-sea fish reveal alternative pathway for vertebrate visual development	2024	bioRxiv		Community (taxonomy) profiling, Functional analysis, AMR		Ecosystem Dynamics & Biodiversity
Comparison of Galaxy and Unix tools for analyzing the exome sequencing data from syndactyly abnormalities	2024	Vietnam Journal of Science and Technology	Pathogen	Variant, Comparative analysis	(Meta)genomics	Health & Disease
Positive selection, genetic recombination, and intra-host evolution in novel equine coronavirus genomes and other members of the Embecovirus subgenus	2024	Microbiology Spectrum	Virus, Microbiome	Community (taxonomy) profiling	(Meta)genomics	Health & Disease
Exploring genetic determinants of antimicrobial resistance in Brucella melitensis strains of human and animal origin from India	2024	Frontiers in Microbiology		Isolate, AMR	(Meta)genomics	Health & Disease
Hydrothermal vents supporting persistent plumes and microbial chemoautotrophy at Gakkel Ridge (Arctic Ocean)	2024	Frontiers in Microbiology	Bacteria		(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity
Four New Sequence Types and Molecular Characteristics of Multidrug-Resistant Escherichia coli Strains from Foods in Thailand	2024	Antibiotics		Isolate, AMR	(Meta)genomics	Health & Disease
Can longer lifespan be associated with gut microbiota involvement in lipid metabolism?	2024	FEMS Microbiology Ecology	Bacteria, Microbiome	Functional analysis	Metabarcoding, (Meta)genomics, Metagenomics	Health & Disease
Characterization of the Virome Associated with the Ubiquitous Two-Spotted Spider Mite, Tetranychus urticae	2024	Viruses	Virus, Pathogen			Ecosystem Dynamics & Biodiversity, Health & Disease
Gut microbiome and serum metabolome alterations associated with lactose intolerance (LI): a case‒control study and paired-sample study based on the American Gut Project (AGP)	2024	mSystems	Bacteria, Microbiome	Functional analysis, Interactome	(Meta)genomics, Metagenomics, Metabolomics	Ecosystem Dynamics & Biodiversity, Health & Disease
In Silico Prediction of Antibacterial Activity of Quinolone Derivatives	2024	ChemistrySelect	Bacteria, Pathogen	Interactome, AMR		Ecosystem Dynamics & Biodiversity, Health & Disease
Neutrophil-fibroblast crosstalk drives immunofibrosis in Crohn’s disease through IFNα pathway	2024	Frontiers in Immunology	Pathogen	Functional analysis, Interactome, Gene identification / Biomarker	(Meta)transcriptomics	Health & Disease
Oral co-administration of Lactiplantibacillus plantarum 16 and Lacticaseibacillus rhamnosus P118 improves host defense against influenza A virus infection	2024	Journal of Virology	Bacteria, Virus, Microbiome		Metabolomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Prophylactic phage biocontrol prevents Burkholderia gladioli infection in a quantitative ex planta model of bacterial virulence	2024	Applied and Environmental Microbiology	Bacteria, Virus, Pathogen	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity, Health & Disease
Molecular similarities between the genes for Trypanosoma cruzi microtubule-associated proteins, mammalian interferons, and TRIMs	2024	Parasitology Research		Community (taxonomy) profiling	(Meta)genomics	Health & Disease
Histone H3.3 lysine 9 and 27 control repressive chromatin at cryptic enhancers and bivalent promoters	2024	Nature Communications	Virus			Ecosystem Dynamics & Biodiversity, Health & Disease
In vivo evolution to hypermucoviscosity and ceftazidime/avibactam resistance in a liver abscess caused by Klebsiella pneumoniae sequence type 512	2024	mSphere	Virus, Pathogen	Isolate, AMR, SNP, Variant	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
High Campylobacter diversity in retail chicken: epidemiologically important strains may be missed with current sampling methods	2024	Epidemiology and Infection	Bacteria, Pathogen	Isolate, Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity, Health & Disease
New Variants in the Chloroplast Genome Sequence of Two Colombian Individuals of the Cedar Timber Species (Cedrela odorata L.), Using Long-Read Oxford Nanopore Technology	2024	International Journal of Plant Biology	Microbiome	Community (taxonomy) profiling, SNP, Variant, Comparative analysis	Metabarcoding, (Meta)genomics	Ecosystem Dynamics & Biodiversity
Genomic Characterization of Three Canadian Mumps Outbreaks Demonstrates Endemic Transmission in Canada	2024	Viruses	Virus		(Meta)genomics	Health & Disease
Role of miRNA–mRNA Interactome in Pathophysiology of Arrhythmogenic Cardiomyopathy	2024	Biomedicines	Pathogen	Functional analysis, Variant	(Meta)transcriptomics	Health & Disease
Mycovorax composti gen. nov., sp. nov., a member of the family Chitinophagaceae isolated from button mushroom compost	2024	International Journal of Systematic and Evolutionary Microbiology	Bacteria	Isolate, Functional analysis, AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Gene expression analysis identifies hub genes and pathways distinguishing fatal from survivor outcomes of Ebola virus disease	2024	FASEB BioAdvances	Virus, Pathogen	Functional analysis, Interactome		Health & Disease
Polysaccharides induce deep-sea Lentisphaerae strains to release chronic bacteriophages	2024	eLife	Bacteria, Virus	Community (taxonomy) profiling, Interactome	(Meta)genomics, (Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Whole-genome sequence of Enterobacter hormaechei, isolate jjbc recovered from the gut of Plutella xylostella feeding on cabbage	2024	Microbiology Resource Announcements		Isolate, AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Hop stunt viroid infection induces heterochromatin reorganization.	2024	The New phytologist	Pathogen	Interactome		Ecosystem Dynamics & Biodiversity, Health & Disease
Anti-inflammatory response to 1,8-Cineol and associated microbial communities in Otitis media patients	2024	Scientific Reports	Bacteria, Microbiome, Pathogen	Community (taxonomy) profiling, AMR		Health & Disease
Origins, diversity, and adaptive evolution of DWV in the honey bees of the Azores: the impact of the invasive mite Varroa destructor	2024	Virus Evolution	Virus	Community (taxonomy) profiling, Variant	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease
Germline β−1,3-glucan deposits are required for female gametogenesis in Arabidopsis thaliana	2024	Nature Communications	Pathogen	Functional analysis		Ecosystem Dynamics & Biodiversity, Health & Disease
Pan-flavivirus analysis reveals sfRNA-independent, 3′ UTR-biased siRNA production from an insect-specific flavivirus	2024	Journal of Virology	Virus	AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
MetaKSSD: Boosting the Scalability of Reference Taxonomic Marker Database and the Performance of Metagenomic Profiling Using Sketch Operations	2024	bioRxiv		Community (taxonomy) profiling	(Meta)genomics, Metagenomics	
Conserved Evolutionary Trajectory Can Be Perturbed to Prevent Resistance Evolution under Norfloxacin Pressure by Forcing Mycobacterium smegmatis on Alternate Evolutionary Paths.	2024	ACS infectious diseases	Bacteria	Isolate, AMR		Health & Disease
Legume-rhizobia symbiosis: Translatome analysis	2024	Genetics and Molecular Biology	Bacteria, Eukaryote	Interactome	(Meta)genomics, (Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Varroa destructor shapes the unique viral landscapes of the honey bee populations of the Azores archipelago	2024	PLOS Pathogens	Virus	Isolate, Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease
Delivery mode is a larger determinant of infant gut microbiome composition at 6 weeks than exposure to peripartum antibiotics	2024	Microbial Genomics	Microbiome	Community (taxonomy) profiling, Functional analysis	(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Unravelling the involvement of protein disorder in cyanobacterial stress responses.	2024	International journal of biological macromolecules	Bacteria			Ecosystem Dynamics & Biodiversity
Increased vascular smooth muscle cell senescence in aneurysmal Fibulin-4 mutant mice	2024	NPJ Aging			Metabarcoding	Health & Disease
Bacterial membrane vesicles of Pseudomonas Aeruginosa activate AMPK signaling through inhibition of mitochondrial complex III	2024	bioRxiv	Bacteria, Pathogen			Health & Disease
The genome‐wide response of Dermatophagoides pteronyssinus to cystatin A, a peptidase inhibitor from human skin, sheds light on its digestive physiology and allergenicity	2024	Insect Molecular Biology	Microbiome	Interactome	(Meta)genomics	
Ingestion of amoxicillin–clavulanic acid at therapeutic concentration during blood meal impacts Aedes aegypti microbiota and dengue virus transmission	2024	Scientific Reports	Virus, Microbiome			Health & Disease
Partial hepatectomy accelerates colorectal metastasis by priming an inflammatory premetastatic niche in the liver	2024	Frontiers in Immunology	Bacteria			Ecosystem Dynamics & Biodiversity, Health & Disease
Co-evolution of Yeast and Microalga: Identification of mutations that improve cooperativity	2024	bioRxiv	Microbiome	Community (taxonomy) profiling, Functional analysis, Annotation, Comparative analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Mapping the Evolutionary Space of SARS-CoV-2 Variants to Anticipate Emergence of Subvariants Resistant to COVID-19 Therapeutics	2024	PLOS Computational Biology	Virus	AMR, Variant		Health & Disease
Unraveling tuberculosis patient cluster transmission chains: integrating WGS-based network with clinical and epidemiological insights	2024	Frontiers in Public Health	Bacteria	Isolate, AMR, Variant	(Meta)genomics	Health & Disease
Succession of the fungal community of a spacecraft assembly clean room when enriched in brines relevant to Mars	2024	International Journal of Astrobiology	Bacteria, Microbiome	Community (taxonomy) profiling, MAGs	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity
Complete genome sequences of Campylobacter jejuni subsp. jejuni strain P4549 isolated from an asymptomatic rhesus monkey (Macaca mulatta)	2024	Microbiology Resource Announcements	Bacteria	Isolate	(Meta)genomics	
Expression analysis and mapping of Viral—Host Protein interactions of Poxviridae suggests a lead candidate molecule targeting Mpox	2024	BMC Infectious Diseases	Virus, Pathogen	Functional analysis, Interactome		Health & Disease
Deletion of an sRNA primes development in a multicellular bacterium	2024	iScience	Bacteria, Microbiome	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity
Redefining the bacteriophage mv4 site‐specific recombination system and the sequence specificity of its attB and core‐attP sites	2024	Molecular Microbiology	Bacteria, Virus		(Meta)genomics	Health & Disease
Complete genome sequence of Delftia tsuruhatensis strain HA60 isolated from a commercial hydroxyapatite nano-particle product (nano-hydroxyapatite)	2024	Microbiology Resource Announcements	Bacteria	Isolate, Functional analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Bioremediation of Pb contaminated water using a novel Bacillus sp. strain MHSD_36 isolated from Solanum nigrum.	2024	PloS one	Bacteria	Isolate, AMR	(Meta)proteomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Genetic gradual reduction of OGT activity unveils the essential role of O-GlcNAc in the mouse embryo	2024	PLOS Genetics	Virus	Functional analysis	(Meta)transcriptomics	
Evaluation of novel pyridoxal isonicotinoyl hydrazone (PIH) derivatives as potential anti‐tuberculosis agents: An in silico investigation	2024	International Journal of Quantum Chemistry	Bacteria	Functional analysis, Interactome		Ecosystem Dynamics & Biodiversity, Health & Disease
In silico biotechnological potential of Bacillus sp. strain MHSD_37 bacterial endophyte	2024	BMC Genomics	Bacteria	AMR	(Meta)genomics, Metabolomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Piezo1 stretch‐activated channel activity differs between murine bone marrow‐derived and cardiac tissue‐resident macrophages	2024	The Journal of Physiology	Virus	Isolate, Functional analysis		Ecosystem Dynamics & Biodiversity
Transcriptome analysis of Burkitt lymphoma cells treated with anti-convulsant drugs that are inhibitors of Epstein–Barr virus lytic reactivation	2024	PLOS ONE	Virus		(Meta)transcriptomics	Health & Disease
