Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
Gene-based Pathogen Identification (release v0.1)	https://usegalaxy.org.au	084bb76cf47d7060	https://usegalaxy.org.au/published/workflow?id=084bb76cf47d7060	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:pathogfair, name:iwc, name:microgalaxy	2024-09-19	2025-04-25	1	1		__BUILD_LIST__, fasta2tab, tab2fasta, split_file_to_collection, compose_text_param, tp_find_and_replace, collection_element_identifiers, bandage_image, flye, medaka_consensus_pipeline, abricate, param_value_from_file	Mapping assembly, Variant calling, Genome assembly, Sequence assembly, Sequence assembly visualisation, Cross-assembly, Antimicrobial resistance prediction, De-novo assembly, Base-calling		MIT			False	False
Nanopore Preprocessing (release v0.1)	https://usegalaxy.org.au	69d91340fc7effa2	https://usegalaxy.org.au/published/workflow?id=69d91340fc7effa2	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2024-09-19	2025-04-25	1	1		minimap2, collapse_dataset, kraken2, krakentools_extract_kraken_reads, multiqc, samtools_fastx, nanoplot, fastp, collection_column_join, Add_a_column1, Grep1, regexColumn1, fastqc, bamtools_split_mapped, Cut1, __FILTER_FAILED_DATASETS__, porechop	Sequence contamination filtering, Statistical calculation, Data handling, Sequencing quality control, Box-Whisker plot plotting, Scatter plot plotting, Pairwise sequence alignment, Visualisation, Validation, Aggregation, Taxonomic classification, Sequence composition calculation, Sequence alignment analysis		MIT			False	False
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation (release v0.1)	https://usegalaxy.org.au	b60922a253df6654	https://usegalaxy.org.au/published/workflow?id=b60922a253df6654	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		Count1, collection_column_join, tp_multijoin_tool, tp_sorted_uniq, newick_display, tp_replace_in_column, collapse_dataset, fasta_merge_files_and_filter_unique_sequences, regex1, __FILTER_EMPTY_DATASETS__, __FILTER_FAILED_DATASETS__, fasttree, tab2fasta, Remove beginning1, regexColumn1, bedtools_getfastabed, clustalw, Cut1, tp_split_on_column, ggplot2_heatmap, fasta2tab, Grouping1	Phylogenetic tree generation (from molecular sequences), Multiple sequence alignment, Phylogenetic tree analysis, Mapping, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Phylogenetic tree generation, Visualisation, Phylogenetic tree reconstruction		MIT			False	False
Taxonomy Profiling and Visualization with Kron (release v0.1)	https://usegalaxy.org.au	131636a795bac485	https://usegalaxy.org.au/published/workflow?id=131636a795bac485	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		krakentools_kreport2krona, taxonomy_krona_chart, kraken2	Visualisation, Taxonomic classification, Aggregation		MIT			False	False
Allele-based Pathogen Identification (release v0.1.2)	https://usegalaxy.org.au	857e482acfcb2dba	https://usegalaxy.org.au/published/workflow?id=857e482acfcb2dba	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-10-31	2025-04-25	1	1		minimap2, collapse_dataset, clair3, Paste1, Count1, table_compute, CONVERTER_gz_to_uncompressed, tp_cut_tool, snpSift_extractFields, snpSift_filter, Remove beginning1, bcftools_consensus, tp_head_tool, regexColumn1, samtools_depth, bcftools_norm, Cut1, samtools_coverage	Pairwise sequence alignment, Variant calling		MIT			False	False
Allele-based Pathogen Identification (release v0.1.3)	https://usegalaxy.org.au	0e11619979c2830c	https://usegalaxy.org.au/published/workflow?id=0e11619979c2830c	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-06	2025-04-25	1	1		minimap2, collapse_dataset, clair3, Paste1, Count1, table_compute, CONVERTER_gz_to_uncompressed, tp_cut_tool, snpSift_extractFields, snpSift_filter, Remove beginning1, bcftools_consensus, tp_head_tool, regexColumn1, samtools_depth, bcftools_norm, Cut1, samtools_coverage	Pairwise sequence alignment, Variant calling		MIT			True	False
Allele-based Pathogen Identification (release v0.1.4)	https://usegalaxy.org.au	76a0a3af8de11622	https://usegalaxy.org.au/published/workflow?id=76a0a3af8de11622	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-13	2025-04-25	1	1		minimap2, collapse_dataset, clair3, Paste1, Count1, table_compute, CONVERTER_gz_to_uncompressed, tp_cut_tool, snpSift_extractFields, snpSift_filter, Remove beginning1, bcftools_consensus, tp_head_tool, regexColumn1, samtools_depth, bcftools_norm, Cut1, samtools_coverage	Pairwise sequence alignment, Variant calling		MIT			True	False
PathoGFAIR (imported from uploaded file)	https://usegalaxy.org.au	f5f9808fb50b6f2c	https://usegalaxy.org.au/published/workflow?id=f5f9808fb50b6f2c	Engy Nasr, Bérénice Batut, Paul Zierep	name:microgalaxy, name:iwc, name:pathogfair, name:nanopore, name:collection	2024-07-03	2024-07-03	0	0					MIT			False	False
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation	https://usegalaxy.org.au	eda40b58616a0fe4	https://usegalaxy.org.au/published/workflow?id=eda40b58616a0fe4	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-07-03	2024-07-03	1	1		Count1, collection_column_join, tp_multijoin_tool, tp_sorted_uniq, newick_display, tp_replace_in_column, collapse_dataset, fasta_merge_files_and_filter_unique_sequences, regex1, __FILTER_EMPTY_DATASETS__, __FILTER_FAILED_DATASETS__, fasttree, tab2fasta, Remove beginning1, regexColumn1, bedtools_getfastabed, clustalw, Cut1, tp_split_on_column, ggplot2_heatmap, fasta2tab, Grouping1	Phylogenetic tree generation (from molecular sequences), Multiple sequence alignment, Phylogenetic tree analysis, Mapping, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Phylogenetic tree generation, Visualisation, Phylogenetic tree reconstruction		MIT			False	False
Allele-based Pathogen Identification	https://usegalaxy.org.au	244ea5e94237ebad	https://usegalaxy.org.au/published/workflow?id=244ea5e94237ebad	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-06-25	2024-06-25	1	1		minimap2, collapse_dataset, clair3, Paste1, Count1, table_compute, CONVERTER_gz_to_uncompressed, tp_cut_tool, snpSift_extractFields, snpSift_filter, Remove beginning1, bcftools_consensus, tp_head_tool, regexColumn1, samtools_depth, bcftools_norm, Cut1, samtools_coverage	Pairwise sequence alignment, Variant calling		MIT			False	False
Gene-based Pathogen Identification	https://usegalaxy.org.au	ef8c22c2525063a2	https://usegalaxy.org.au/published/workflow?id=ef8c22c2525063a2	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:pathogfair, name:iwc, name:microgalaxy	2024-06-25	2024-06-25	1	1		__BUILD_LIST__, fasta2tab, tab2fasta, split_file_to_collection, compose_text_param, tp_find_and_replace, collection_element_identifiers, bandage_image, flye, medaka_consensus_pipeline, abricate, param_value_from_file	Mapping assembly, Variant calling, Genome assembly, Sequence assembly, Sequence assembly visualisation, Cross-assembly, Antimicrobial resistance prediction, De-novo assembly, Base-calling		MIT			False	False
Taxonomy Profiling and Visualization with Krona	https://usegalaxy.org.au	d9ba165e6ae55417	https://usegalaxy.org.au/published/workflow?id=d9ba165e6ae55417	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-06-25	2024-06-25	1	1		krakentools_kreport2krona, taxonomy_krona_chart, kraken2	Visualisation, Taxonomic classification, Aggregation		MIT			False	False
Nanopore Preprocessing	https://usegalaxy.org.au	25d52afddaa3451b	https://usegalaxy.org.au/published/workflow?id=25d52afddaa3451b	Bérénice Batut, Engy Nasr, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:nanopore, name:iwc	2024-06-25	2024-06-25	1	1		minimap2, collapse_dataset, kraken2, krakentools_extract_kraken_reads, multiqc, samtools_fastx, nanoplot, fastp, collection_column_join, Add_a_column1, Grep1, regexColumn1, fastqc, bamtools_split_mapped, Cut1, __FILTER_FAILED_DATASETS__, porechop	Sequence contamination filtering, Statistical calculation, Data handling, Sequencing quality control, Box-Whisker plot plotting, Scatter plot plotting, Pairwise sequence alignment, Visualisation, Validation, Aggregation, Taxonomic classification, Sequence composition calculation, Sequence alignment analysis		MIT			False	False
