Suite ID	Tool IDs	Description	Suite first commit date	Homepage	Suite version	Suite conda package	Latest suite conda package version	Suite version status	ToolShed categories	EDAM operations	EDAM reduced operations	EDAM topics	EDAM reduced topics	Suite owner	Suite source	Suite parsed folder	bio.tool ID	bio.tool name	bio.tool description	biii ID	Number of tools on UseGalaxy.org (Main)	Number of tools on UseGalaxy.org.au	Number of tools on UseGalaxy.eu	Number of tools on UseGalaxy.fr	Number of tools on APOSTL	Number of tools on BioBix	Number of tools on CIRM-CFBP	Number of tools on ChemFlow	Number of tools on Coloc-stats	Number of tools on CorGAT	Number of tools on CropGalaxy	Number of tools on Dintor	Number of tools on FreeBioinfo	Number of tools on GASLINI	Number of tools on Galaxy@AuBi	Number of tools on Galaxy@Pasteur	Number of tools on GalaxyTrakr	Number of tools on Genomic Hyperbrowser	Number of tools on HyPhy HIV NGS Tools	Number of tools on IPK Galaxy Blast Suite	Number of tools on ImmPort Galaxy	Number of tools on InteractoMIX	Number of tools on Lebanese University Galaxy	Number of tools on MISSISSIPPI	Number of tools on Mandoiu Lab	Number of tools on MiModD NacreousMap	Number of tools on Oqtans	Number of tools on Palfinder	Number of tools on PepSimili	Number of tools on UseGalaxy.be	Number of tools on UseGalaxy.cz	Number of tools on UseGalaxy.no	Number of tools on Viral Variant Visualizer (VVV)	Suite users (last 5 years) (usegalaxy.eu)	Suite users (usegalaxy.eu)	Suite runs (last 5 years) (usegalaxy.eu)	Suite runs (usegalaxy.eu)	Suite users (last 5 years) (usegalaxy.org)	Suite users (usegalaxy.org)	Suite runs (last 5 years) (usegalaxy.org)	Suite runs (usegalaxy.org)	Suite users (last 5 years) (usegalaxy.org.au)	Suite users (usegalaxy.org.au)	Suite runs (last 5 years) (usegalaxy.org.au)	Suite runs (usegalaxy.org.au)	Suite users (last 5 years) (usegalaxy.fr)	Suite users (usegalaxy.fr)	Suite runs (last 5 years) (usegalaxy.fr)	Suite runs (usegalaxy.fr)	Suite runs on main servers	Suite runs (last 5 years) on main servers	Suite users on main servers	Suite users (last 5 years) on main servers	Related Workflows	Related Tutorials
fasta_to_tabular	fasta2tab	FASTA-to-Tabular converter	2014-05-19		1.1.1	python		To update	Fasta Manipulation					devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fasta_to_tabular	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fasta_to_tabular					1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1996	2390	117300	135717	2227	9101	56007	198933	343	435	5795	8617	40	45	931	959	344226	180033	11971	4606	https://usegalaxy.eu/published/workflow?id=03e52c8c71710cae, https://usegalaxy.eu/published/workflow?id=0aee7ffa5f6384bd, https://usegalaxy.eu/published/workflow?id=0ed8817a90caa2b1, https://usegalaxy.eu/published/workflow?id=1031e4c4f18e020e, https://usegalaxy.eu/published/workflow?id=152223c8aed27357, https://usegalaxy.eu/published/workflow?id=17916f0229e3c868, https://usegalaxy.eu/published/workflow?id=1f88311a8e365c17, https://usegalaxy.eu/published/workflow?id=2b888e200dfd91bc, https://usegalaxy.eu/published/workflow?id=2ee0eb74e839b476, https://usegalaxy.eu/published/workflow?id=376119528377a3ae, https://usegalaxy.eu/published/workflow?id=3a8150c81b90a3a7, https://usegalaxy.eu/published/workflow?id=41e9882300fa2386, https://usegalaxy.eu/published/workflow?id=47a0407867a90f95, https://usegalaxy.eu/published/workflow?id=585c21b7b1d864fc, https://usegalaxy.eu/published/workflow?id=5e1b048040ea7535, https://usegalaxy.eu/published/workflow?id=607ca3a9d45bd080, https://usegalaxy.eu/published/workflow?id=67f75ed02a03bf93, https://usegalaxy.eu/published/workflow?id=6e5f0d05c91876c2, https://usegalaxy.eu/published/workflow?id=77e5bbd317750915, https://usegalaxy.eu/published/workflow?id=7c80cd57b2de54d4, https://usegalaxy.eu/published/workflow?id=7dd7908f4c8d722a, https://usegalaxy.eu/published/workflow?id=8af41219411062ad, https://usegalaxy.eu/published/workflow?id=8c7958cb05fba814, https://usegalaxy.eu/published/workflow?id=912b81c444e35045, https://usegalaxy.eu/published/workflow?id=933ab5e7fe13a8e0, https://usegalaxy.eu/published/workflow?id=9382f9bbbdddb5ad, https://usegalaxy.eu/published/workflow?id=9a8b5e99ca9500e3, https://usegalaxy.eu/published/workflow?id=a2cdadcd549c9c3c, https://usegalaxy.eu/published/workflow?id=a7638e7f908fd90d, https://usegalaxy.eu/published/workflow?id=ab89c61db3d7abbb, https://usegalaxy.eu/published/workflow?id=b51559006f86db9e, https://usegalaxy.eu/published/workflow?id=b89cf3cb6a25c999, https://usegalaxy.eu/published/workflow?id=bebcbd6f0ffa55c5, https://usegalaxy.eu/published/workflow?id=c2263cea97664cea, https://usegalaxy.eu/published/workflow?id=c4119ea7ffd29094, https://usegalaxy.eu/published/workflow?id=c696b37d1bf68e9b, https://usegalaxy.eu/published/workflow?id=c8bc4af6dd3b5d02, https://usegalaxy.eu/published/workflow?id=d2a9d4eb5b3c72a2, https://usegalaxy.eu/published/workflow?id=eb54512829d8509c, https://usegalaxy.eu/published/workflow?id=edea08c943ff9c5e, https://usegalaxy.eu/published/workflow?id=f6a763951d815944, https://usegalaxy.org.au/published/workflow?id=084bb76cf47d7060, https://usegalaxy.org.au/published/workflow?id=0ebaaecf61dfc921, https://usegalaxy.org.au/published/workflow?id=157e7614ae18849b, https://usegalaxy.org.au/published/workflow?id=1727d16fa4dec19c, https://usegalaxy.org.au/published/workflow?id=5cfea39918e8632d, https://usegalaxy.org.au/published/workflow?id=65a659982f955743, https://usegalaxy.org.au/published/workflow?id=7cd4fcc8e06ce4fd, https://usegalaxy.org.au/published/workflow?id=7cddb345877f08bf, https://usegalaxy.org.au/published/workflow?id=b60922a253df6654, https://usegalaxy.org.au/published/workflow?id=ba217a34d7e1b5ee, https://usegalaxy.org.au/published/workflow?id=eda40b58616a0fe4, https://usegalaxy.org.au/published/workflow?id=ef8c22c2525063a2, https://usegalaxy.org/published/workflow?id=1708fdfd1d485434, https://usegalaxy.org/published/workflow?id=19c9c8cc3c813bda, https://usegalaxy.org/published/workflow?id=1a6f552cfe798883, https://usegalaxy.org/published/workflow?id=1d923ce15c17b1fe, https://usegalaxy.org/published/workflow?id=1efb485f123233eb, https://usegalaxy.org/published/workflow?id=23bca854e549ad48, https://usegalaxy.org/published/workflow?id=2823322fa85c7ae1, https://usegalaxy.org/published/workflow?id=2d1d69aac67a387a, https://usegalaxy.org/published/workflow?id=2d3063882d8239ff, https://usegalaxy.org/published/workflow?id=2e92cca68b7979f6, https://usegalaxy.org/published/workflow?id=2f7638035fb889ac, https://usegalaxy.org/published/workflow?id=3c7349268d74c576, https://usegalaxy.org/published/workflow?id=3ef08553982f6ffc, https://usegalaxy.org/published/workflow?id=3f252e077e0bcce5, https://usegalaxy.org/published/workflow?id=49ca77212cc56ef9, https://usegalaxy.org/published/workflow?id=52cc435f50a6ff29, https://usegalaxy.org/published/workflow?id=52e099f693639115, https://usegalaxy.org/published/workflow?id=55aa743125c2465d, https://usegalaxy.org/published/workflow?id=59347cc210c4cdbc, https://usegalaxy.org/published/workflow?id=5c7f3d73543da895, https://usegalaxy.org/published/workflow?id=5e079a9ac49a5b8c, https://usegalaxy.org/published/workflow?id=63db7f52a280bd2d, https://usegalaxy.org/published/workflow?id=66bc5f6d71466b7f, https://usegalaxy.org/published/workflow?id=6a3e47124e32e260, https://usegalaxy.org/published/workflow?id=6b5e56d23387e953, https://usegalaxy.org/published/workflow?id=6c7d320ad951f445, https://usegalaxy.org/published/workflow?id=7294f75ad01ca7ed, https://usegalaxy.org/published/workflow?id=74fe080f24f7da84, https://usegalaxy.org/published/workflow?id=80afe572b6693ca1, https://usegalaxy.org/published/workflow?id=81183f40d2f3e395, https://usegalaxy.org/published/workflow?id=85d825931edf4a64, https://usegalaxy.org/published/workflow?id=85dc651884b93cf5, https://usegalaxy.org/published/workflow?id=896d29573ea3e574, https://usegalaxy.org/published/workflow?id=8d8e8927d63803ef, https://usegalaxy.org/published/workflow?id=9304cc9410a96323, https://usegalaxy.org/published/workflow?id=a808c139402d7b87, https://usegalaxy.org/published/workflow?id=b4f04171e8de02ce, https://usegalaxy.org/published/workflow?id=bb8609e8d2d4bd89, https://usegalaxy.org/published/workflow?id=c74a01ba2f2a80d3, https://usegalaxy.org/published/workflow?id=c88fe3dc11bc4905, https://usegalaxy.org/published/workflow?id=cce88bc57b180d09, https://usegalaxy.org/published/workflow?id=d851f8436497dd1c, https://usegalaxy.org/published/workflow?id=e336bca259abd474, https://usegalaxy.org/published/workflow?id=e4f1cce653812a22, https://usegalaxy.org/published/workflow?id=e75bd7d392e65209, https://usegalaxy.org/published/workflow?id=e97da2da9e0290a7, https://usegalaxy.org/published/workflow?id=eeffba361f12a22d, https://workflowhub.eu/workflows/1060?version=1, https://workflowhub.eu/workflows/1062?version=1, https://workflowhub.eu/workflows/1225?version=1, https://workflowhub.eu/workflows/1396?version=1, https://workflowhub.eu/workflows/1407?version=1, https://workflowhub.eu/workflows/1426?version=1, https://workflowhub.eu/workflows/1434?version=1, https://workflowhub.eu/workflows/1435?version=1, https://workflowhub.eu/workflows/1437?version=1, https://workflowhub.eu/workflows/1438?version=1, https://workflowhub.eu/workflows/1487?version=2, https://workflowhub.eu/workflows/1495?version=1, https://workflowhub.eu/workflows/1767?version=1, https://workflowhub.eu/workflows/1788?version=1, https://workflowhub.eu/workflows/880?version=1	microbiome/clinical-mp-2-discovery, microbiome/pathogen-detection-from-nanopore-foodborne-data, proteomics/clinical-mp-2-discovery, proteomics/database-handling, proteomics/maxquant-msstats-dda-lfq, proteomics/neoantigen-non-reference-database-generation, proteomics/proteogenomics-dbcreation
fastq_filter_by_id	fastq_filter_by_id	Filter FASTQ sequences by ID (DEPRECATED)	2017-02-02	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_filter_by_id	0.0.7	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation, Sequence Analysis, Text Manipulation					peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_filter_by_id	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_filter_by_id					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fastq_info	fastq_info	FASTQ info allows to validate single or paired fastq files	2021-09-12	https://github.com/nunofonseca/fastq_utils	0.25.1	fastq_utils	0.25.3	To update	Fastq Manipulation					bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/fastq_info	https://github.com/bgruening/galaxytools/tree/master/tools/fastq_info					1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1769	1769	17127	17127	2373	2373	10656	10656	0	0	0	0	0	0	0	0	27783	27783	4142	4142	https://usegalaxy.org/published/workflow?id=eb4b32fcf4a9f64a	
fastq_pair_names	fastq_pair_names	Extract FASTQ paired read names	2014-05-05	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_pair_names	0.0.5	galaxy_sequence_utils	1.2.0	To update	Sequence Analysis					peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_pair_names	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_pair_names					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fastq_paired_unpaired	fastq_paired_unpaired	Divide FASTQ file into paired and unpaired reads	2013-09-26	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_paired_unpaired	0.1.5	galaxy_sequence_utils	1.2.0	To update	Sequence Analysis, Text Manipulation					peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_paired_unpaired	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_paired_unpaired					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
fastq_trimmer_by_quality	fastq_quality_trimmer	FASTQ Quality Trimmer by sliding window	2014-01-27		1.1.5	galaxy_sequence_utils	1.2.0	To update	Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fastq_trimmer_by_quality	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fastq_trimmer_by_quality					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	984	1208	5036	7413	2977	11843	25265	102069	237	393	2092	3355	112	112	309	309	113146	32702	13556	4310	https://usegalaxy.eu/published/workflow?id=b6eb5fe7e37f680a, https://usegalaxy.org.au/published/workflow?id=0fc7c14c4d1ac8f5, https://usegalaxy.org.au/published/workflow?id=427e27f87b8048a3, https://usegalaxy.org.au/published/workflow?id=8d47811c6154d347, https://usegalaxy.org.au/published/workflow?id=9176f8ebac92d10c, https://usegalaxy.org.au/published/workflow?id=d3989c6c2c663cd3, https://usegalaxy.org/published/workflow?id=1cd08f3549cf5589, https://usegalaxy.org/published/workflow?id=1d1ee1fad4e20eeb, https://usegalaxy.org/published/workflow?id=3767c9c07462b777, https://usegalaxy.org/published/workflow?id=3fbaa9ae67362495, https://usegalaxy.org/published/workflow?id=4b7e73bb7ac93c95, https://usegalaxy.org/published/workflow?id=61d324b1eca6300e, https://usegalaxy.org/published/workflow?id=712d9ae42b45c4b9, https://usegalaxy.org/published/workflow?id=7253824f78a90431, https://usegalaxy.org/published/workflow?id=73d98e5f821a78b3, https://usegalaxy.org/published/workflow?id=81183f40d2f3e395, https://usegalaxy.org/published/workflow?id=c64719e91e7346a2, https://usegalaxy.org/published/workflow?id=d69ea491b99016f4, https://usegalaxy.org/published/workflow?id=d89e626fa4f9434f, https://usegalaxy.org/published/workflow?id=e2fa6584853a0dee, https://usegalaxy.org/published/workflow?id=ea69f4fbdbb88c71	
fastqsolexa_to_fasta_qual	fastqsolexa_to_fasta_qual	FASTQSOLEXA-to-FASTA-QUAL extracts sequences and quality scores from FASTQSOLEXA data	2014-05-19		1.0.0			To update	Convert Formats, Fastq Manipulation					devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/fastqsolexa_to_fasta_qual	https://github.com/galaxyproject/tools-devteam/tree/main/tools/fastqsolexa_to_fasta_qual					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	8	0	3	0		
featurecounter	featureCoverage1	Feature coverage	2014-04-01		2.0.0	bx-python	0.14.0	To update	Sequence Analysis, Variant Analysis					devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/featurecounter	https://github.com/galaxyproject/tools-devteam/tree/main/tools/featurecounter					1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	18	23	22243	22395	51	354	202	13720	0	0	0	0	0	0	0	0	36115	22445	377	69	https://usegalaxy.org/published/workflow?id=4b52f6a8dcfc8045, https://usegalaxy.org/published/workflow?id=66748e20a243eafe	
ffmpeg	ffmpeg_converter	A complete, cross-platform solution to record, convert and stream audio and video.	2025-04-21	https://ffmpeg.org	0.1.3	ffmpeg		To update	Convert Formats					bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/ffmpeg	https://github.com/bgruening/galaxytools/tree/master/tools/ffmpeg					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1		
filter_transcripts_via_tracking	filter_combined_via_tracking	Filter Combined Transcripts	2014-01-27		0.1			To update	RNA					devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/filter_transcripts_via_tracking	https://github.com/galaxyproject/tools-devteam/tree/main/tools/filter_transcripts_via_tracking					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	9	11	22	25	17	243	47	643	2	2	2	2	0	0	0	0	670	71	256	28		
find_diag_hits	find_diag_hits	Find diagnostic hits	2014-01-27	https://bitbucket.org/natefoo/taxonomy	1.0.0	taxonomy	0.10.1	To update	Metagenomics					devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/find_diag_hits	https://github.com/galaxyproject/tools-devteam/tree/main/tool_collections/taxonomy/find_diag_hits					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	9	13	26	71	1	204	3	1787	0	0	0	0	0	0	0	0	1858	29	217	10		
find_subsequences	bg_find_subsequences		2015-03-19		0.3	biopython	1.70	To update						bgruening		https://github.com/bgruening/galaxytools/tree/master/tools/find_subsequences					1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	64	87	884	1408	260	409	2621	3777	3	3	264	264	0	0	0	0	5449	3769	499	327	https://usegalaxy.eu/published/workflow?id=2a123e08436a89f1, https://usegalaxy.eu/published/workflow?id=b86f3775aa1f13bc, https://workflowhub.eu/workflows/1530?version=1	genome-annotation/tnseq
flanking_features	flanking_features_1	Fetch closest non-overlapping feature for every interval	2014-04-01	https://github.com/galaxyproject/gops	4.0.1	bx-python	0.14.0	To update	Genomic Interval Operations					devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/flanking_features	https://github.com/galaxyproject/tools-devteam/tree/main/tool_collections/gops/flanking_features					1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	52	70	466	844	232	2573	1669	33003	18	26	1282	1664	2	3	14	24	35535	3431	2672	304	https://usegalaxy.org/published/workflow?id=6471aa8abbb3fa40, https://usegalaxy.org/published/workflow?id=7bc71a005c6f18d0	
flexynesis	flexynesis, flexynesis_cbioportal_import, flexynesis_plot, flexynesis_utils	This is a deep-learning based multi-omics bulk sequencing data integration suite with a focus on (pre-)clinical endpoint prediction.	2024-08-12	https://github.com/BIMSBbioinfo/flexynesis/tree/main	1.1.6	flexynesis	1.1.6	Up-to-date	Machine Learning, Statistics, Systems Biology					bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/flexynesis	https://github.com/bgruening/galaxytools/tree/master/tools/flexynesis					0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	5	303	303	0	0	0	0	0	0	0	0	0	0	0	0	303	303	5	5	https://workflowhub.eu/workflows/1849?version=1, https://workflowhub.eu/workflows/1852?version=1, https://workflowhub.eu/workflows/1873?version=1, https://workflowhub.eu/workflows/1874?version=1	statistics/flexynesis_cbio_import, statistics/flexynesis_classification, statistics/flexynesis_survival, statistics/flexynesis_unsupervised
flye	flye	Assembly of long and error-prone reads.	2018-09-22	https://github.com/fenderglass/Flye/	2.9.6	flye	2.9.6	Up-to-date	Assembly	Genome assembly, De-novo assembly, Mapping assembly, Cross-assembly	Genome assembly, De-novo assembly, Mapping assembly, Cross-assembly	Sequence assembly, Metagenomics, Whole genome sequencing, Genomics	Sequence assembly, Metagenomics, Whole genome sequencing	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/flye	https://github.com/bgruening/galaxytools/tree/master/tools/flye	Flye	Flye	Flye is a de novo assembler for single molecule sequencing reads, such as those produced by PacBio and Oxford Nanopore Technologies. It is designed for a wide range of datasets, from small bacterial projects to large mammalian-scale assemblies. The package represents a complete pipeline: it takes raw PB / ONT reads as input and outputs polished contigs.		1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	4818	4961	49679	51133	4110	4110	36053	36053	2250	2274	13882	14419	185	185	1088	1088	102693	100702	11530	11363	https://usegalaxy.eu/published/workflow?id=0ebfab0e957b7267, https://usegalaxy.eu/published/workflow?id=152223c8aed27357, https://usegalaxy.eu/published/workflow?id=2b888e200dfd91bc, https://usegalaxy.eu/published/workflow?id=30b514cfb9cce524, https://usegalaxy.eu/published/workflow?id=34a07bf6407510ef, https://usegalaxy.eu/published/workflow?id=4ddbffe4b3fef275, https://usegalaxy.eu/published/workflow?id=5500de2961f7470c, https://usegalaxy.eu/published/workflow?id=585c21b7b1d864fc, https://usegalaxy.eu/published/workflow?id=77e5bbd317750915, https://usegalaxy.eu/published/workflow?id=83a1b8949d87e3da, https://usegalaxy.eu/published/workflow?id=86cf02cc0868d238, https://usegalaxy.eu/published/workflow?id=8b2f53745e720d0f, https://usegalaxy.eu/published/workflow?id=968f0ac2617aa524, https://usegalaxy.eu/published/workflow?id=9ddb703e1db13504, https://usegalaxy.eu/published/workflow?id=a337bfb2eb1e583f, https://usegalaxy.eu/published/workflow?id=a84bac86ec183d46, https://usegalaxy.eu/published/workflow?id=b1d9e56aef03672b, https://usegalaxy.eu/published/workflow?id=b2dfa74f55a73409, https://usegalaxy.eu/published/workflow?id=bf48b0eb15e8ff75, https://usegalaxy.eu/published/workflow?id=c9ef2d2ce92e2dfb, https://usegalaxy.eu/published/workflow?id=cf8591391a17a914, https://usegalaxy.eu/published/workflow?id=d2f75f70c33394ee, https://usegalaxy.eu/published/workflow?id=eb5ab8bc82569eee, https://usegalaxy.org.au/published/workflow?id=02c74095a7128c9d, https://usegalaxy.org.au/published/workflow?id=084bb76cf47d7060, https://usegalaxy.org.au/published/workflow?id=1ad4c47cee851dda, https://usegalaxy.org.au/published/workflow?id=22bd45f60c60a338, https://usegalaxy.org.au/published/workflow?id=2cb16d321a804b1a, https://usegalaxy.org.au/published/workflow?id=2e29b21cdec7d0cc, https://usegalaxy.org.au/published/workflow?id=35f39173f0ac9179, https://usegalaxy.org.au/published/workflow?id=479c6b0a96ea1610, https://usegalaxy.org.au/published/workflow?id=59618ed15510f531, https://usegalaxy.org.au/published/workflow?id=5b32e2f0d390a4ba, https://usegalaxy.org.au/published/workflow?id=68f5c371adbe5490, https://usegalaxy.org.au/published/workflow?id=7c343e5b55474d19, https://usegalaxy.org.au/published/workflow?id=803ef29108e36e58, https://usegalaxy.org.au/published/workflow?id=8a40059343cf4b87, https://usegalaxy.org.au/published/workflow?id=b5403e4fff2961f9, https://usegalaxy.org.au/published/workflow?id=b6bad1f167257248, https://usegalaxy.org.au/published/workflow?id=c4d23297f6fbf5f3, https://usegalaxy.org.au/published/workflow?id=c997a34b55425155, https://usegalaxy.org.au/published/workflow?id=d832905fbaf2ca31, https://usegalaxy.org.au/published/workflow?id=ef8c22c2525063a2, https://usegalaxy.org.au/published/workflow?id=fc664a96d8099652, https://usegalaxy.org/published/workflow?id=00596e862edb23f2, https://usegalaxy.org/published/workflow?id=0602c14704dbe1ff, https://usegalaxy.org/published/workflow?id=2ded909e7e3a9962, https://usegalaxy.org/published/workflow?id=3f252e077e0bcce5, https://usegalaxy.org/published/workflow?id=48dafc35989f13b1, https://usegalaxy.org/published/workflow?id=547f86db467bf620, https://usegalaxy.org/published/workflow?id=5626a440a5798458, https://usegalaxy.org/published/workflow?id=562bcaa9b4d2e8a4, https://usegalaxy.org/published/workflow?id=69d8863d40524120, https://usegalaxy.org/published/workflow?id=7dd6e4150bb81ad1, https://usegalaxy.org/published/workflow?id=7fc8b2398b6f093f, https://usegalaxy.org/published/workflow?id=80ac6adead9f97d8, https://usegalaxy.org/published/workflow?id=bff206b4625375bc, https://usegalaxy.org/published/workflow?id=c451e4dca9981ed0, https://usegalaxy.org/published/workflow?id=c8d74054c1820087, https://usegalaxy.org/published/workflow?id=cce88bc57b180d09, https://usegalaxy.org/published/workflow?id=cdcf91a8ddb5dcd1, https://usegalaxy.org/published/workflow?id=e12324f5e3b930fd, https://workflowhub.eu/workflows/1062?version=1, https://workflowhub.eu/workflows/1114?version=1, https://workflowhub.eu/workflows/1495?version=1, https://workflowhub.eu/workflows/1595?version=1, https://workflowhub.eu/workflows/1613?version=1, https://workflowhub.eu/workflows/1617?version=1, https://workflowhub.eu/workflows/1621?version=1, https://workflowhub.eu/workflows/2011?version=1, https://workflowhub.eu/workflows/225?version=1, https://workflowhub.eu/workflows/51?version=1, https://workflowhub.eu/workflows/750?version=3, https://workflowhub.eu/workflows/788?version=1	assembly/chloroplast-assembly, assembly/hifi-assembly, assembly/hybrid_denovo_assembly, assembly/largegenome, assembly/mrsa-nanopore, microbiome/pathogen-detection-from-nanopore-foodborne-data
footprint	footprint	Find transcription factor footprints	2017-04-18	https://ohlerlab.mdc-berlin.de/software/Reproducible_footprinting_139/	1.0.0	footprint	1.0.1	To update	Epigenetics					rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/footprint	https://github.com/bgruening/galaxytools/tree/master/tools/footprint					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	5	56	57	0	0	0	0	0	0	0	0	0	0	0	0	57	56	5	4		
format_cd_hit_output	format_cd_hit_output	Format CD-hit output to rename representative sequences with cluster name and/or extract distribution inside clusters given a mapping file	2022-10-19		1.0.0+galaxy1			To update	Fasta Manipulation					bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/format_cd_hit_output/	https://github.com/bgruening/galaxytools/tree/master/tools/format_cd_hit_output					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	68	78	228	287	0	0	0	0	0	0	0	0	0	0	0	0	287	228	78	68		
format_metaphlan2_output	format_metaphlan2_output	Format MetaPhlAn2 output to extract abundance at different taxonomic levels	2022-10-19		0.2.0			To update	Metagenomics	Formatting	Formatting	Taxonomy, Metagenomics	Taxonomy, Metagenomics	bebatut	https://github.com/bgruening/galaxytools/tree/master/tools/format_metaphlan2_output/	https://github.com/bgruening/galaxytools/tree/master/tools/format_metaphlan2_output	format_metaphlan2_output	Format metaphlan2 output	This tool format output file of MetaPhlan2 containing community content (abundance) at all taxonomic levels (from kingdom to strains).		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	555	731	6485	7678	0	0	0	0	0	0	0	0	0	0	0	0	7678	6485	731	555	https://usegalaxy.eu/published/workflow?id=096b75501c8e0888, https://usegalaxy.eu/published/workflow?id=2cf09adb1ed6c3ec, https://usegalaxy.eu/published/workflow?id=7ab70660e6235cf0, https://usegalaxy.eu/published/workflow?id=994e5ff1df7d6c9e, https://usegalaxy.eu/published/workflow?id=9cbba5de2cbeeb0f, https://usegalaxy.eu/published/workflow?id=a8f829deb69b30ab, https://usegalaxy.eu/published/workflow?id=c01ef8354b585a1f, https://usegalaxy.eu/published/workflow?id=c3aa516e78ca4191, https://usegalaxy.eu/published/workflow?id=d05c6f0f3205fbd2, https://usegalaxy.eu/published/workflow?id=dfc2c53ac3103eff, https://usegalaxy.eu/published/workflow?id=ed0ad728cf21702b	
