Title	Year	Journal
Reproducible research policies and software/data management in scientific computing journals: a survey, discussion, and perspectives	2025	Frontiers Comput. Sci.
Meta-analysis of retinal transcriptome profiling studies in animal models of myopia	2025	Frontiers in Medicine
Host–virus interactions during infection with a wild-type ILTV strain or a glycoprotein G deletion mutant ILTV vaccine strain in an ex vivo system	2025	Microbiology Spectrum
ATR, a DNA damage kinase, modulates DNA replication timing in Leishmania major	2025	PLOS Genetics
Galaxy @Sciensano: a comprehensive bioinformatics portal for genomics-based microbial typing, characterization, and outbreak detection	2025	BMC Genomics
A high-quality reference genome for the Ural Owl (Strix uralensis) enables investigations of cell cultures as a genomic resource for endangered species	2025	GigaScience
A Novel Silver-Ruthenium-Based Antimicrobial Kills Gram-Negative Bacteria Through Oxidative Stress-Induced Macromolecular Damage	2025	bioRxiv
Ecology of prophage-like elements in Bacillus subtilis at global and local geographical scales.	2025	Cell reports
Drosophila Modulo is essential for transposon silencing and developmental robustness	2025	The Journal of Biological Chemistry
Genome assembly, analysis, and mining of Kocuria flava NIO_001. A thiopeptide antibiotic synthesizing bacterium isolated from marine sponge.	2025	Genome
Sero-Molecular Markers and Genetic Diversity of Hepatitis B Virus Isolated From Hemodialysis Patients From Jenin District, West Bank, Palestine	2025	The Canadian Journal of Infectious Diseases & Medical Microbiology = Journal Canadien des Maladies Infectieuses et de la Microbiologie Médicale
Broad repression of DNA repair genes in senescent cells identified by integration of transcriptomic data	2024	Nucleic Acids Research
TP53I11 Functions Downstream of Multiple MicroRNAs to Increase ER Calcium Levels and Inhibits Cancer Cell Proliferation	2024	International Journal of Molecular Sciences
StreptoCAD: An open-source software toolbox automating genome engineering workflows in streptomycetes	2024	bioRxiv
Characterization of a novel covS SNP identified in Australian group A Streptococcus isolates derived from the M1UK lineage	2024	mBio
In Vivo Screening and In Silico Structure-Based Characterization of Synthesized Oxadiazole Derivatives with Potential Anticonvulsant Activity	2024	Chemistry Africa
Supporting Opportunistic Data Operations for Data-Intensive Computational Applications	2024	2024 IEEE International Conference on Big Data (BigData)
Iron oxides promote physicochemical stabilization of carbon despite enhancing microbial activity in the rice rhizosphere.	2024	The Science of the total environment
Phylosymbiosis and Elevated Cancer Risk in Genetically Depauperate Channel Island Foxes	2024	Molecular Ecology
Genome location, evolution and centromeric contribution of satellite DNAs shared between the two closely related species Drosophila serido and D. antonietae (repleta group, buzzatii cluster)	2024	Chromosoma
The first mitochondrial genome of Haemagogus equinus from Jamaica	2024	F1000Research
Products of abortive transcription can prime synthesis of chimeric oligonucleotides	2024	Mathematical Biology and Bioinformatics
The measles virus matrix F50S mutation from a lethal case of subacute sclerosing panencephalitis promotes receptor-independent neuronal spread	2024	Journal of Virology
Translatome analysis reveals cellular network in DLK-dependent hippocampal glutamatergic neuron degeneration	2024	eLife
Land use intensity differently affects soil microbial functional communities in arable fields	2024	Applied Soil Ecology
Metabolomic fingerprinting, molecular modelling and experimental bioprospection of Helianthus annuus seed cultivars as Pseudomonas aeruginosa LasR modulators.	2024	Bioorganic chemistry
Genomic and transcriptomic analysis of ameloblastoma reveals distinct molecularly aggressive phenotypes.	2024	Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc
Comparison of direct RNA sequencing of Orthoavulavirus javaense using two different chemistries on the MinION platform.	2024	Journal of virological methods
DNA methylation analysis from oral brushing reveals a field cancerization effect in proliferative verrucous leukoplakia.	2024	Pathologica
Isolation and Characterization of Lytic Bacteriophages Capable of Infecting Diverse Multidrug-Resistant Strains of Pseudomonas aeruginosa: PaCCP1 and PaCCP2	2024	Pharmaceuticals
Evaluating the Anticancer Properties of Novel Piscidinol A Derivatives: Insights from DFT, Molecular Docking, and Molecular Dynamics Studies	2024	ACS Omega
Textflows: an open science NLP evaluation approach	2024	Language Resources and Evaluation
Exploring the biosynthesis potential of permafrost microbiomes	2024	Environmental Microbiome
Nanopore Sequencing Allows Recovery of High-Quality Completely Closed Genomes of All Cronobacter Species from Powdered Infant Formula Overnight Enrichments	2024	Microorganisms
Genipin rescues developmental and degenerative defects in familial dysautonomia models and accelerates axon regeneration.	2024	Science translational medicine
Deciphering the molecular logic of WOX5 function in the root stem cell organizer	2024	The EMBO Journal
Integrating Nanopore MinION Sequencing into National Animal Health AMR Surveillance Programs: An Indonesian Pilot Study of Chicken Slaughterhouse Effluent and Rivers	2024	Antibiotics
Infants < 90 days of age with late-onset sepsis display disturbances of the microbiome-immunity interplay	2024	Infection
Harnessing genomic technologies for one health solutions in the tropics	2024	Globalization and Health
A look into the future: Using a transcriptomic meta-analysis of Diptera-Wolbachia systems to project the sustainability of arboviral control strategies	2024	bioRxiv
Dynamic mRNA Stability Buffer Transcriptional Activation During Neuronal Differentiation and Is Regulated by SAMD4A	2024	Journal of Cellular Physiology
Molecular cloning of PRD-like homeobox genes expressed in bovine oocytes and early IVF embryos	2024	BMC Genomics
Characterizing Host microRNA: Virus Interactions of Orthoavulavirus javaense	2024	Viruses
Prostaglandin E2-EP2/EP4 signaling induces immunosuppression in human cancer by impairing bioenergetics and ribosome biogenesis in immune cells	2024	Nature Communications
Bioinformatic Multi-Strategy Profiling of Congenital Heart Defects for Molecular Mechanism Recognition	2024	International Journal of Molecular Sciences
Carbon nanodots as photosensitizer in photodynamic inactivation of Rickettsia slovaca.	2024	Photodiagnosis and photodynamic therapy
Simulating New Fusidic Acid Derivatives to Target Gram‐Positive Bacteria by Using Computational Methods	2024	ChemistrySelect
Description of mitochondrial genomes and phylogenetic analysis of Megophthalminae (Hemiptera: Cicadellidae)	2024	Journal of Insect Science
Cephalic ganglia transcriptomics of the American cockroach Periplaneta americana (Blattodea: Blattidae)	2024	Journal of Insect Science
Microbial succession, community assembly and adaptation over five years in a newly discovered deep-sea cold seep	2024	bioRxiv
Transcriptomic and metabolomic reveal OsCOI2 as the jasmonate-receptor master switch in rice root	2024	PLOS ONE
Suppressive cancer nonstop extension mutations increase C-terminal hydrophobicity and disrupt evolutionarily conserved amino acid patterns	2024	Nature Communications
Division Zone Activity Determines the Potential of Drought-Stressed Maize Leaves to Resume Growth after Rehydration.	2024	Plant, cell & environment
Transcriptomic profiling of unmethylated full mutation carriers implicates TET3 in FMR1 CGG repeat expansion methylation dynamics in fragile X syndrome	2024	Journal of Neurodevelopmental Disorders
Rapid detection of SARS-CoV-2 variants by molecular-clamping technology-based RT-qPCR	2024	Microbiology Spectrum
Genome-wide profiling of bZIP transcription factors in Camelina sativa: implications for development and stress response	2024	BMC Genomic Data
Prevalence and spectrum of germline BRCA1 and BRCA2 mutations in multiethnic cohort of breast cancer patients in Brunei Darussalam	2024	PLOS One
Patterns of the within-host evolution of human norovirus in immunocompromised individuals and implications for treatment	2024	eBioMedicine
Transcriptomic analyses of host-virus interactions during in vitro infection with wild-type and glycoprotein g-deficient (ΔgG) strains of ILTV in primary and continuous cell cultures	2024	PLOS ONE
Sargassum spp. and Ascophyllum nodosum seaweed extract formulations improve plant growth and alter the bacterial dynamics in hydroponically cultivated lettuce	2024	Journal of Applied Phycology
Deep-sea fish reveal alternative pathway for vertebrate visual development	2024	bioRxiv
Evolution and Plasticity of Gene Expression Under Progressive Warming in Drosophila subobscura	2024	Molecular Ecology
Laminin-α2 chain deficiency in skeletal muscle causes dysregulation of multiple cellular mechanisms	2024	Life Science Alliance
Comparison of Galaxy and Unix tools for analyzing the exome sequencing data from syndactyly abnormalities	2024	Vietnam Journal of Science and Technology
Positive selection, genetic recombination, and intra-host evolution in novel equine coronavirus genomes and other members of the Embecovirus subgenus	2024	Microbiology Spectrum
FT-like genes in Cannabis and hops: sex specific expression and copy-number variation may explain flowering time variation	2024	BMC Genomics
Exploring genetic determinants of antimicrobial resistance in Brucella melitensis strains of human and animal origin from India	2024	Frontiers in Microbiology
Hydrothermal vents supporting persistent plumes and microbial chemoautotrophy at Gakkel Ridge (Arctic Ocean)	2024	Frontiers in Microbiology
Four New Sequence Types and Molecular Characteristics of Multidrug-Resistant Escherichia coli Strains from Foods in Thailand	2024	Antibiotics
The Negative Impact of Prolonged Desiccation on the Recovery of Selaginella bryopteris: Insights Into Autophagy and Cellular Protection Strategies.	2024	Plant, cell & environment
KRT14 as a potential prognostic marker for metastasis in metaplastic breast carcinoma	2024	Human Gene
Changes in TP53 Gene, Telomere Length, and Mitochondrial DNA in Benign Prostatic Hyperplasia Patients	2024	Biomedicines
Can longer lifespan be associated with gut microbiota involvement in lipid metabolism?	2024	FEMS Microbiology Ecology
