Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Date of first commit of the suite	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on CIRM-CFBP	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CropGalaxy	Tools available on Dintor	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	Tools available on Viral Variant Visualizer (VVV)	No. of tool users (5 years) (usegalaxy.eu)	No. of tool users (all time) (usegalaxy.eu)	Tool usage (5 years) (usegalaxy.eu)	Tool usage (all time) (usegalaxy.eu)	No. of tool users (5 years) (usegalaxy.org)	No. of tool users (all time) (usegalaxy.org)	Tool usage (5 years) (usegalaxy.org)	Tool usage (all time) (usegalaxy.org)	No. of tool users (5 years) (usegalaxy.org.au)	No. of tool users (all time) (usegalaxy.org.au)	Tool usage (5 years) (usegalaxy.org.au)	Tool usage (all time) (usegalaxy.org.au)	No. of tool users (5 years) - all main servers	No. of tool users (all time) - all main servers	Tool usage (5 years) - all main servers	Tool usage (all time) - all main servers	Reviewed	Deprecated	To keep
suite_qiime2__alignment	qiime2__alignment__mafft, qiime2__alignment__mafft_add, qiime2__alignment__mask									To update	https://github.com/qiime2/q2-alignment	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__alignment	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__alignment	2024.5.0+q2galaxy.2024.5.0					3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	249	249	32	32	16	16	10	10	102	102	16	16	367	367	58	58	False		
suite_qiime2__composition	qiime2__composition__add_pseudocount, qiime2__composition__ancom, qiime2__composition__ancombc, qiime2__composition__da_barplot, qiime2__composition__tabulate									To update	https://github.com/qiime2/q2-composition	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__composition	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__composition	2024.5.0+q2galaxy.2024.5.0					4	4	4	2	4	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	117	117	41	41	84	84	24	24	161	161	13	13	362	362	78	78	False		
suite_qiime2__cutadapt	qiime2__cutadapt__demux_paired, qiime2__cutadapt__demux_single, qiime2__cutadapt__trim_paired, qiime2__cutadapt__trim_single									To update	https://github.com/qiime2/q2-cutadapt	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__cutadapt	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__cutadapt	2024.5.0+q2galaxy.2024.5.0					4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	217	217	47	47	42	42	20	20	96	96	12	12	355	355	79	79	False		
suite_qiime2__dada2	qiime2__dada2__denoise_ccs, qiime2__dada2__denoise_paired, qiime2__dada2__denoise_pyro, qiime2__dada2__denoise_single									To update	http://benjjneb.github.io/dada2/	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__dada2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__dada2	2024.5.0+q2galaxy.2024.5.0					4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	721	721	160	160	350	350	91	91	214	214	35	35	1285	1285	286	286	False		
suite_qiime2__deblur	qiime2__deblur__denoise_16S, qiime2__deblur__denoise_other, qiime2__deblur__visualize_stats									To update	https://github.com/biocore/deblur	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__deblur	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__deblur	2024.5.0+q2galaxy.2024.5.0					3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	125	125	30	30	13	13	9	9	83	83	8	8	221	221	47	47	False		
suite_qiime2__demux	qiime2__demux__emp_paired, qiime2__demux__emp_single, qiime2__demux__filter_samples, qiime2__demux__partition_samples_paired, qiime2__demux__partition_samples_single, qiime2__demux__subsample_paired, qiime2__demux__subsample_single, qiime2__demux__summarize, qiime2__demux__tabulate_read_counts									To update	https://github.com/qiime2/q2-demux	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__demux	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__demux	2024.5.0+q2galaxy.2024.5.0					6	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	396	396	134	134	121	121	57	57	144	144	39	39	661	661	230	230	False		
suite_qiime2__diversity	qiime2__diversity__adonis, qiime2__diversity__alpha, qiime2__diversity__alpha_correlation, qiime2__diversity__alpha_group_significance, qiime2__diversity__alpha_phylogenetic, qiime2__diversity__alpha_rarefaction, qiime2__diversity__beta, qiime2__diversity__beta_correlation, qiime2__diversity__beta_group_significance, qiime2__diversity__beta_phylogenetic, qiime2__diversity__beta_rarefaction, qiime2__diversity__bioenv, qiime2__diversity__core_metrics, qiime2__diversity__core_metrics_phylogenetic, qiime2__diversity__filter_alpha_diversity, qiime2__diversity__filter_distance_matrix, qiime2__diversity__mantel, qiime2__diversity__partial_procrustes, qiime2__diversity__pcoa, qiime2__diversity__pcoa_biplot, qiime2__diversity__procrustes_analysis, qiime2__diversity__tsne, qiime2__diversity__umap									To update	https://github.com/qiime2/q2-diversity	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__diversity	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__diversity	2024.5.0+q2galaxy.2024.5.0					21	21	22	21	21	21	22	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	964	964	318	318	249	249	118	118	475	475	108	108	1688	1688	544	544	False		
suite_qiime2__diversity_lib	qiime2__diversity_lib__alpha_passthrough, qiime2__diversity_lib__beta_passthrough, qiime2__diversity_lib__beta_phylogenetic_meta_passthrough, qiime2__diversity_lib__beta_phylogenetic_passthrough, qiime2__diversity_lib__bray_curtis, qiime2__diversity_lib__faith_pd, qiime2__diversity_lib__jaccard, qiime2__diversity_lib__observed_features, qiime2__diversity_lib__pielou_evenness, qiime2__diversity_lib__shannon_entropy, qiime2__diversity_lib__unweighted_unifrac, qiime2__diversity_lib__weighted_unifrac									To update	https://github.com/qiime2/q2-diversity-lib	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__diversity_lib	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__diversity_lib	2024.5.0+q2galaxy.2024.5.0					12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	8	8	8	8	13	13	11	11	1302	1302	19	19	1323	1323	38	38	False		
suite_qiime2__emperor	qiime2__emperor__biplot, qiime2__emperor__plot, qiime2__emperor__procrustes_plot									To update	http://emperor.microbio.me	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__emperor	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__emperor	2024.5.0+q2galaxy.2024.5.0					3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	58	58	23	23	24	24	11	11	92	92	11	11	174	174	45	45	False		
suite_qiime2__feature_classifier	qiime2__feature_classifier__blast, qiime2__feature_classifier__classify_consensus_blast, qiime2__feature_classifier__classify_consensus_vsearch, qiime2__feature_classifier__classify_hybrid_vsearch_sklearn, qiime2__feature_classifier__classify_sklearn, qiime2__feature_classifier__extract_reads, qiime2__feature_classifier__find_consensus_annotation, qiime2__feature_classifier__fit_classifier_naive_bayes, qiime2__feature_classifier__fit_classifier_sklearn, qiime2__feature_classifier__makeblastdb, qiime2__feature_classifier__vsearch_global									To update	https://github.com/qiime2/q2-feature-classifier	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__feature_classifier	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__feature_classifier	2024.5.0+q2galaxy.2024.5.0					10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	863	863	220	220	237	237	98	98	181	181	41	41	1281	1281	359	359	False		
suite_qiime2__feature_table	qiime2__feature_table__core_features, qiime2__feature_table__filter_features, qiime2__feature_table__filter_features_conditionally, qiime2__feature_table__filter_samples, qiime2__feature_table__filter_seqs, qiime2__feature_table__group, qiime2__feature_table__heatmap, qiime2__feature_table__merge, qiime2__feature_table__merge_seqs, qiime2__feature_table__merge_taxa, qiime2__feature_table__presence_absence, qiime2__feature_table__rarefy, qiime2__feature_table__relative_frequency, qiime2__feature_table__rename_ids, qiime2__feature_table__split, qiime2__feature_table__subsample_ids, qiime2__feature_table__summarize, qiime2__feature_table__summarize_plus, qiime2__feature_table__tabulate_feature_frequencies, qiime2__feature_table__tabulate_sample_frequencies, qiime2__feature_table__tabulate_seqs, qiime2__feature_table__transpose									To update	https://github.com/qiime2/q2-feature-table	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__feature_table	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__feature_table	2024.5.0+q2galaxy.2024.5.0					17	17	17	17	17	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	983	983	287	287	375	375	144	144	907	907	106	106	2265	2265	537	537	False		
suite_qiime2__fragment_insertion	qiime2__fragment_insertion__classify_otus_experimental, qiime2__fragment_insertion__filter_features, qiime2__fragment_insertion__sepp									To update	https://github.com/qiime2/q2-fragment-insertion	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__fragment_insertion	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__fragment_insertion	2024.5.0+q2galaxy.2024.5.0					3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	46	46	13	13	9	9	5	5	0	0	0	0	55	55	18	18	False		
suite_qiime2__longitudinal	qiime2__longitudinal__anova, qiime2__longitudinal__feature_volatility, qiime2__longitudinal__first_differences, qiime2__longitudinal__first_distances, qiime2__longitudinal__linear_mixed_effects, qiime2__longitudinal__maturity_index, qiime2__longitudinal__nmit, qiime2__longitudinal__pairwise_differences, qiime2__longitudinal__pairwise_distances, qiime2__longitudinal__plot_feature_volatility, qiime2__longitudinal__volatility									To update	https://github.com/qiime2/q2-longitudinal	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__longitudinal	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__longitudinal	2024.5.0+q2galaxy.2024.5.0					11	11	11	11	11	11	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	37	37	16	16	22	22	7	7	89	89	14	14	148	148	37	37	False		
suite_qiime2__metadata	qiime2__metadata__distance_matrix, qiime2__metadata__merge, qiime2__metadata__shuffle_groups, qiime2__metadata__tabulate									To update	https://github.com/qiime2/q2-metadata	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__metadata	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__metadata	2024.5.0+q2galaxy.2024.5.0					3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	615	615	143	143	246	246	75	75	115	115	27	27	976	976	245	245	False		
suite_qiime2__phylogeny	qiime2__phylogeny__align_to_tree_mafft_fasttree, qiime2__phylogeny__align_to_tree_mafft_iqtree, qiime2__phylogeny__align_to_tree_mafft_raxml, qiime2__phylogeny__fasttree, qiime2__phylogeny__filter_table, qiime2__phylogeny__filter_tree, qiime2__phylogeny__iqtree, qiime2__phylogeny__iqtree_ultrafast_bootstrap, qiime2__phylogeny__midpoint_root, qiime2__phylogeny__raxml, qiime2__phylogeny__raxml_rapid_bootstrap, qiime2__phylogeny__robinson_foulds									To update	https://github.com/qiime2/q2-phylogeny	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__phylogeny	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__phylogeny	2024.5.0+q2galaxy.2024.5.0					12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	330	330	83	83	64	64	40	40	195	195	49	49	589	589	172	172	False		
suite_qiime2__quality_control	qiime2__quality_control__bowtie2_build, qiime2__quality_control__decontam_identify, qiime2__quality_control__decontam_identify_batches, qiime2__quality_control__decontam_remove, qiime2__quality_control__decontam_score_viz, qiime2__quality_control__evaluate_composition, qiime2__quality_control__evaluate_seqs, qiime2__quality_control__evaluate_taxonomy, qiime2__quality_control__exclude_seqs, qiime2__quality_control__filter_reads									To update	https://github.com/qiime2/q2-quality-control	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__quality_control	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__quality_control	2024.5.0+q2galaxy.2024.5.0					6	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	4	4	4	5	5	5	5	1	1	1	1	10	10	10	10	False		
suite_qiime2__quality_filter	qiime2__quality_filter__q_score									To update	https://github.com/qiime2/q2-quality-filter	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__quality_filter	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__quality_filter	2024.5.0+q2galaxy.2024.5.0					1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29	29	14	14	16	16	6	6	37	37	2	2	82	82	22	22	False		
suite_qiime2__rescript	qiime2__rescript__cull_seqs, qiime2__rescript__degap_seqs, qiime2__rescript__dereplicate, qiime2__rescript__edit_taxonomy, qiime2__rescript__evaluate_classifications, qiime2__rescript__evaluate_cross_validate, qiime2__rescript__evaluate_fit_classifier, qiime2__rescript__evaluate_seqs, qiime2__rescript__evaluate_taxonomy, qiime2__rescript__extract_seq_segments, qiime2__rescript__filter_seqs_length, qiime2__rescript__filter_seqs_length_by_taxon, qiime2__rescript__filter_taxa, qiime2__rescript__get_gtdb_data, qiime2__rescript__get_ncbi_data, qiime2__rescript__get_ncbi_data_protein, qiime2__rescript__get_ncbi_genomes, qiime2__rescript__get_silva_data, qiime2__rescript__get_unite_data, qiime2__rescript__merge_taxa, qiime2__rescript__orient_seqs, qiime2__rescript__parse_silva_taxonomy, qiime2__rescript__reverse_transcribe, qiime2__rescript__subsample_fasta, qiime2__rescript__trim_alignment									To update	https://github.com/nbokulich/RESCRIPt	Metagenomics, Sequence Analysis, Statistics		2024-04-25	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__rescript	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__rescript	2024.5.0+q2galaxy.2024.5.0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
suite_qiime2__sample_classifier	qiime2__sample_classifier__classify_samples, qiime2__sample_classifier__classify_samples_from_dist, qiime2__sample_classifier__classify_samples_ncv, qiime2__sample_classifier__confusion_matrix, qiime2__sample_classifier__fit_classifier, qiime2__sample_classifier__fit_regressor, qiime2__sample_classifier__heatmap, qiime2__sample_classifier__metatable, qiime2__sample_classifier__predict_classification, qiime2__sample_classifier__predict_regression, qiime2__sample_classifier__regress_samples, qiime2__sample_classifier__regress_samples_ncv, qiime2__sample_classifier__scatterplot, qiime2__sample_classifier__split_table, qiime2__sample_classifier__summarize									To update	https://github.com/qiime2/q2-sample-classifier	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__sample_classifier	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__sample_classifier	2024.5.0+q2galaxy.2024.5.0					15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	10	10	3	3	14	14	10	10	5	5	5	5	29	29	18	18	False		
suite_qiime2__taxa	qiime2__taxa__barplot, qiime2__taxa__collapse, qiime2__taxa__filter_seqs, qiime2__taxa__filter_table									To update	https://github.com/qiime2/q2-taxa	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__taxa	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__taxa	2024.5.0+q2galaxy.2024.5.0					4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	664	664	145	145	113	113	43	43	255	255	50	50	1032	1032	238	238	False		
suite_qiime2__vsearch	qiime2__vsearch__cluster_features_closed_reference, qiime2__vsearch__cluster_features_de_novo, qiime2__vsearch__cluster_features_open_reference, qiime2__vsearch__dereplicate_sequences, qiime2__vsearch__fastq_stats, qiime2__vsearch__merge_pairs, qiime2__vsearch__uchime_denovo, qiime2__vsearch__uchime_ref									To update	https://github.com/qiime2/q2-vsearch	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__vsearch	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2__vsearch	2024.5.0+q2galaxy.2024.5.0					8	8	8	7	8	8	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	84	84	52	52	25	25	16	16	9	9	5	5	118	118	73	73	False		
suite_qiime2_core										To update		Statistics, Metagenomics, Sequence Analysis		2022-08-29	q2d2		https://github.com/qiime2/galaxy-tools/tree/main/tool_collections/suite_qiime2_core						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
suite_qiime2_core__tools	qiime2_core__tools__export, qiime2_core__tools__import, qiime2_core__tools__import_fastq									To update	https://qiime2.org	Metagenomics, Sequence Analysis, Statistics		2022-08-26	q2d2	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2_core__tools	https://github.com/qiime2/galaxy-tools/tree/main/tools/suite_qiime2_core__tools	2024.5.0+dist.he540b0b0					2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14941	14941	383	383	25941	25941	255	255	2856	2856	112	112	43738	43738	750	750	False		
t_test_two_samples	t_test_two_samples	T Test for Two Samples								To update		Statistics	t_test_two_samples	2013-09-25	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/t_test_two_samples	https://github.com/galaxyproject/tools-devteam/tree/main/tools/t_test_two_samples	1.0.1	R				1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	141	215	20	31	520	1166	79	274	1025	1118	11	12	1686	2499	110	317	False		
tag_pileup_frequency	tag_pileup_frequency	Contains a tool that generates a frequency pileup of the 5' ends of aligned reads in a BAM filerelative to reference points in a BED file.								To update	https://github.com/seqcode/cegr-tools/tree/master/src/org/seqcode/cegrtools/tagpileup	Statistics, SAM, Genomic Interval Operations	tag_pileup_frequency	2016-05-05	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/tag_pileup_frequency	https://github.com/galaxyproject/tools-iuc/tree/main/tools/tag_pileup_frequency	1.0.2	openjdk				1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	158	164	15	16	722	865	40	73	0	0	0	0	880	1029	55	89	False		
topologyeditors	gromacs_modify_topology, gromacs_extract_topology	Set of python scripts and associated tool files that can be used to modify topology files.								To update	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/buildtools/topologyeditors	Molecular Dynamics, Computational chemistry	topologyeditors	2021-12-23	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/buildtools/topologyeditors	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/buildtools/topologyeditors	0	python				2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	57	57	10	10	20	20	8	8	0	0	0	0	77	77	18	18	False		
tracegroomer	tracegroomer	TraceGroomer is a solution for formatting and normalising Tracer metabolomics given file(s), to produce the .csv files which are ready for DIMet tool.								Up-to-date	https://github.com/cbib/TraceGroomer	Metabolomics		2024-03-28	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/Tracegroomer	https://github.com/galaxyproject/tools-iuc/tree/main/tools/tracegroomer	0.1.4	tracegroomer	0.1.4			0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	1	1	0	0	0	0	0	0	0	0	7	7	1	1	False		
vmd		vmd is a package for  visualizing and analyzing trajectories from molecular dynamics (MD) simulations								To update	https://www.ks.uiuc.edu/Research/vmd/	Computational chemistry	vmd	2019-10-24	chemteam	https://github.com/thatchristoph/vmd-cvs-github/tree/master/vmd	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/vmd						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
volcanoplot	volcanoplot	Tool to create a Volcano Plot								To update	https://ggplot2.tidyverse.org/	Visualization, Transcriptomics, Statistics	volcanoplot	2018-10-14	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/volcanoplot	https://github.com/galaxyproject/tools-iuc/tree/main/tools/volcanoplot	0.0.6	r-ggplot2	2.2.1			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	34917	36852	3670	3786	54931	54931	5597	5597	7183	7183	905	905	97031	98966	10172	10288	False		
w4mclassfilter	w4mclassfilter	Filter W4M data by values or metadata								To update	https://github.com/HegemanLab/w4mclassfilter_galaxy_wrapper	Metabolomics	w4mclassfilter	2019-09-26	eschen42	https://github.com/HegemanLab/w4mclassfilter_galaxy_wrapper/tree/master	https://github.com/HegemanLab/w4mclassfilter_galaxy_wrapper/tree/master/tools/w4mclassfilter	0.98.19	r-base				0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2370	2836	9	10	0	0	0	0	1482	1509	4	4	3852	4345	13	14	False		
w4mconcatenate	W4Mconcatenate	[W4M][Utils] concatenate two Metadata tables								To update	http://workflow4metabolomics.org	Metabolomics	w4mconcatenate	2024-07-10	workflow4metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/w4mconcatenate	1.0.0+galaxy0	r-base				0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
w4mcorcov	w4mcorcov	OPLS-DA Contrasts of Univariate Results								To update	https://github.com/HegemanLab/w4mcorcov_galaxy_wrapper	Metabolomics	w4mcorcov	2018-09-05	eschen42	https://github.com/HegemanLab/w4mcorcov_galaxy_wrapper/tree/master	https://github.com/HegemanLab/w4mcorcov_galaxy_wrapper/tree/master/tools/w4mcorcov	0.98.18	r-base				0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	238	375	10	10	0	0	0	0	10	10	2	2	248	385	12	12	False		
w4mjoinpn	w4mjoinpn	Join positive- and negative-mode W4M datasets								To update	https://github.com/HegemanLab/w4mjoinpn_galaxy_wrapper	Metabolomics	w4mjoinpn	2018-08-06	eschen42	https://github.com/HegemanLab/w4mjoinpn_galaxy_wrapper/tree/master	https://github.com/HegemanLab/w4mjoinpn_galaxy_wrapper/tree/master/tools/w4mjoinpn	0.98.2	coreutils	8.25			0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	150	171	7	7	0	0	0	0	7	7	2	2	157	178	9	9	False		
