Galaxy wrapper id	Total tool usage (usegalaxy.eu)	No. of tool users (2022-2023) (usegalaxy.eu)	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu	https://usegalaxy.fr
reago			reago	Reago is tool to assembly 16S ribosomal RNA recovery from metagenomic data.								Up-to-date	https://github.com/chengyuan/reago-1.1	Metagenomics, RNA	reago	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/reago	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/reago	1.1	reago	1.1	(0/1)	(0/1)	(0/1)	(0/1)
remurna	42.0	2.0	remurna	remuRNA - Measurement of Single Nucleotide Polymorphism induced Changes of RNA Conformation								To update	https://www.ncbi.nlm.nih.gov/CBBresearch/Przytycka/index.cgi#remurna	RNA	remurna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/remurna	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/remurna	1.0.0	remurna	1.0	(0/1)	(0/1)	(1/1)	(0/1)
ribotaper	628.0	44.0	ribotaper_create_annotation, ribotaper_create_metaplots, ribotaper_ribosome_profiling	A method for defining traslated ORFs using Ribosome Profiling data.	ribotaper	ribotaper		RiboTaper	New analysis pipeline for Ribosome Profiling (Ribo-seq) experiments, which exploits the triplet periodicity of ribosomal footprints to call translated regions.	Gene expression profiling	Functional genomics	To update	https://ohlerlab.mdc-berlin.de/software/RiboTaper_126/	RNA	ribotaper	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/ribotaper/	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/ribotaper	1.3.1a	ribotaper	1.3.1	(0/3)	(0/3)	(3/3)	(0/3)
rna_shapes			RNAshapes	Compute secondary structures of RNA								To update		RNA	rnashapes	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rna_shapes	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rna_shapes	3.3.0	@EXECUTABLE@		(0/1)	(0/1)	(1/1)	(0/1)
rnabob	164.0	3.0	rbc_rnabob	Fast pattern searching for RNA structural motifs								To update	http://eddylab.org/software.html	RNA	rnabob	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rnabob	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rnabob	2.2.1.0	rnabob	2.2.1	(0/1)	(0/1)	(1/1)	(0/1)
rnacode	1358.0	5.0	rbc_rnacode	Analyze the protein coding potential in MSA								To update		RNA	rnacode	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rnacode	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rnacode	0.3.2	rnacode	0.3	(0/1)	(0/1)	(1/1)	(0/1)
rnacommender	1074.0	6.0	rbc_rnacommender	RNAcommender is a tool for genome-wide recommendation of RNA-protein interactions.								To update	https://github.com/gianlucacorrado/RNAcommender	RNA	rnacommender	rnateam	https://github.com/bgruening/galaxytools/tree/rna_commander/tools/rna_tools/rna_commender	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rnacommender	0.1.1	sam	3.5	(0/1)	(0/1)	(1/1)	(0/1)
rnalien	33.0	4.0	RNAlien	RNAlien unsupervized RNA family model construction								To update	http://rna.tbi.univie.ac.at/rnalien/	RNA, Sequence Analysis	rnalien	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rnalien	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rnalien	1.3.6	rnalien	1.8.0	(0/1)	(0/1)	(1/1)	(0/1)
rnasnp	86.0	5.0	rnasnp	RNAsnp Efficient detection of local RNA secondary structure changes induced by SNPs								To update	http://rth.dk/resources/rnasnp/	RNA	rnasnp	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rnasnp	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rnasnp	1.2.0	rnasnp	1.2	(0/1)	(0/1)	(1/1)	(0/1)
rnaz	42965.0	14.0	rnaz, rnaz_annotate, rnaz_cluster, rnaz_randomize_aln, rnaz_select_seqs, rnaz_window	RNAz is a program for predicting structurally conserved and thermodynamically stable RNA secondary structures in multiple sequence alignments.								Up-to-date	https://www.tbi.univie.ac.at/~wash/RNAz/	RNA	rnaz	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/rna_team/rnaz	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rnaz	2.1.1	rnaz	2.1.1	(0/6)	(0/6)	(6/6)	(0/6)
selectsequencesfrommsa	457.0	27.0	selectsequencesfrommsa	SelectSequences - selects representative entries from a multiple sequence alignment in clustal format								Up-to-date	https://github.com/eggzilla/SelectSequences	RNA, Sequence Analysis	selectsequencesfrommsa	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/selectsequencesfrommsa	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/selectsequencesfrommsa	1.0.5	selectsequencesfrommsa	1.0.5	(0/1)	(0/1)	(1/1)	(0/1)
sortmerna	18504.0	376.0	bg_sortmerna	SortMeRNA is a software designed to rapidly filter ribosomal RNA fragments from metatransriptomic data produced by next-generation sequencers.	sortmerna	sortmerna		SortMeRNA	Sequence analysis tool for filtering, mapping and OTU-picking NGS reads.	Sequence similarity search, Sequence comparison, Sequence alignment analysis	Metatranscriptomics, Metagenomics	Up-to-date	http://bioinfo.lifl.fr/RNA/sortmerna/	RNA	sortmerna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/sortmerna	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/sortmerna	4.3.6	sortmerna	4.3.6	(1/1)	(1/1)	(1/1)	(1/1)
sshmm	223.0	5.0	sshmm	ssHMM is an RNA sequence-structure motif finder for RNA-binding protein data, such as CLIP-Seq data								Up-to-date	https://github.molgen.mpg.de/heller/ssHMM	Sequence Analysis, RNA	sshmm	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/sshmm/	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/sshmm	1.0.7	sshmm	1.0.7	(0/1)	(0/1)	(1/1)	(0/1)
targetfinder	713.0	37.0	targetfinder	Plant small RNA target prediction tool								Up-to-date	https://github.com/carringtonlab/TargetFinder.git	RNA	targetfinder	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/targetfinder/	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/targetfinder	1.7	targetfinder	1.7	(1/1)	(1/1)	(1/1)	(0/1)
trna_prediction	2935.0	236.0	aragorn_trna, trnascan	Aragorn predicts tRNA and tmRNA in nucleotide sequences.								To update	http://mbioserv2.mbioekol.lu.se/ARAGORN/	RNA	trna_prediction	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/trna_prediction	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/trna_prediction	0.6	aragorn	1.2.41	(0/2)	(2/2)	(2/2)	(0/2)
vienna_rna	799.0		viennarna_kinfold, viennarna_kinwalker, viennarna_rna2dfold, viennarna_rnaaliduplex, viennarna_rnaalifold, viennarna_rnacofold, viennarna_rnadistance, viennarna_rnaduplex, viennarna_rnaeval, viennarna_rnafold, viennarna_rnaheat, viennarna_rnainverse, viennarna_rnalalifold, viennarna_rnalfold, viennarna_rnapaln, viennarna_rnadpdist, viennarna_rnapkplex, viennarna_rnaplex, viennarna_rnaplfold, viennarna_rnaplot, viennarna_rnasnoop, viennarna_rnasubopt, viennarna_rnaup	ViennaRNA - Prediction and comparison of RNA secondary structures								To update	http://www.tbi.univie.ac.at/RNA/	RNA	viennarna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/vienna_rna	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/vienna_rna	2.2.10	viennarna	2.6.4	(0/23)	(0/23)	(21/23)	(0/23)
sailfish	4024.0	55.0	sailfish	Sailfish is a tool for transcript quantification from RNA-seq data								To update	http://www.cs.cmu.edu/~ckingsf/software/sailfish/	Sequence Analysis, RNA	sailfish	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/sailfish	https://github.com/bgruening/galaxytools/tree/master/tools/sailfish	0.10.1.1	bzip2		(1/1)	(1/1)	(1/1)	(1/1)
salmon	55161.0	746.0	alevin, salmon, salmonquantmerge	Salmon is a wicked-fast program to produce a highly-accurate, transcript-level quantification estimates from RNA-seq and single-cell data.	salmon	salmon		Salmon	A tool for transcript expression quantification from RNA-seq data	Sequence composition calculation, RNA-Seq quantification, Gene expression analysis	RNA-Seq, Gene expression, Transcriptomics	To update	https://github.com/COMBINE-lab/salmon	Sequence Analysis, RNA, Transcriptomics		bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/salmon	https://github.com/bgruening/galaxytools/tree/master/tools/salmon	1.10.1	salmon	1.10.3	(2/3)	(1/3)	(3/3)	(1/3)
sambamba			sambamba_flagstat, sambamba_markdup, sambamba_merge, sambamba_slice, sambamba_sort, sambamba_view, sambamba_depth	SAMBAMBA: process your BAM data faster!								To update	https://github.com/lomereiter/sambamba	SAM	sambamba	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/sambamba	https://github.com/bgruening/galaxytools/tree/master/tools/sambamba		sambamba	1.0	(0/7)	(0/7)	(0/7)	(0/7)
sed			sed_stream_editor	Manipulate your data with the sed command line tool.								To update	https://github.com/bgruening/galaxytools/tree/master/tools/sed	Text Manipulation	sed_wrapper	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/sed	https://github.com/bgruening/galaxytools/tree/master/tools/sed	0.0.1	sed		(0/1)	(0/1)	(0/1)	(0/1)
segemehl	1276.0	30.0	segemehl	segemehl - short read mapping with gaps								To update	http://www.bioinf.uni-leipzig.de/Software/segemehl/	Next Gen Mappers	segemehl	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/segemehl	https://github.com/bgruening/galaxytools/tree/master/tools/segemehl	0.2.0.4	segemehl	0.3.4	(0/1)	(0/1)	(1/1)	(0/1)
sklearn			sklearn_mlxtend_association_rules, sklearn_clf_metrics, sklearn_discriminant_classifier, sklearn_ensemble, sklearn_estimator_attributes, sklearn_feature_selection, sklearn_fitted_model_eval, sklearn_generalized_linear, keras_batch_models, keras_model_builder, keras_model_config, keras_train_and_eval, sklearn_label_encoder, sklearn_lightgbm, ml_visualization_ex, model_prediction, sklearn_model_validation, sklearn_nn_classifier, sklearn_numeric_clustering, sklearn_pairwise_metrics, sklearn_pca, sklearn_build_pipeline, sklearn_data_preprocess, sklearn_regression_metrics, sklearn_sample_generator, sklearn_searchcv, sklearn_model_fit, scipy_sparse, stacking_ensemble_models, sklearn_svm_classifier, sklearn_to_categorical, sklearn_train_test_eval, sklearn_train_test_split	Machine Learning tool suite from Scikit-learn								To update	http://scikit-learn.org	Machine Learning, Statistics	sklearn	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/sklearn	https://github.com/bgruening/galaxytools/tree/master/tools/sklearn	1.0.11.0			(30/33)	(14/33)	(31/33)	(16/33)
splitfasta	1295.0	96.0	rbc_splitfasta	Split a multi-sequence fasta file into files containing single sequences								To update		Text Manipulation	splitfasta	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/splitfasta	https://github.com/bgruening/galaxytools/tree/master/tools/splitfasta	0.4.0	biopython	1.70	(1/1)	(0/1)	(1/1)	(0/1)
statistics			bg_statistical_hypothesis_testing	Tool for computing statistical tests.								To update	https://github.com/bgruening/galaxytools/tree/master/tools/statistics	Statistics	bg_statistical_hypothesis_testing	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/statistics	https://github.com/bgruening/galaxytools/tree/master/tools/statistics	0.3	numpy		(0/1)	(0/1)	(1/1)	(0/1)
stress_ng	47.0		stress_ng	stress test a computer system in various selectable ways								To update		Web Services	stress_ng	bgruening-util	https://github.com/ColinIanKing/stress-ng	https://github.com/bgruening/galaxytools/tree/master/tools/stress_ng	0.12.04	stress-ng		(0/1)	(0/1)	(0/1)	(0/1)
tapscan			tapscan_classify	Search for transcription associated proteins (TAPs)								To update	https://plantcode.cup.uni-freiburg.de/tapscan/	Proteomics	tapscan	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/tapscan	https://github.com/bgruening/galaxytools/tree/master/tools/tapscan	4.76+galaxy0	hmmer	3.4	(0/1)	(0/1)	(1/1)	(0/1)
add_line_to_file	14480.0	193.0	add_line_to_file	Adds a text line to the beginning or end of a file.								To update		Text Manipulation	add_line_to_file	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/add_line_to_file	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/add_line_to_file	0.1.0	coreutils	8.25	(1/1)	(1/1)	(1/1)	(0/1)
column_arrange_by_header	3781.0	179.0	bg_column_arrange_by_header	Column arrange by header name								To update		Text Manipulation	column_arrange_by_header	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/column_arrange_by_header	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/column_arrange_by_header	0.2			(1/1)	(1/1)	(1/1)	(1/1)
join_files_on_column_fuzzy	2448.0	117.0	join_files_on_column_fuzzy	Join two files on a common column, allowing a certain difference.								To update		Text Manipulation	join_files_on_column_fuzzy	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/join_files_on_column_fuzzy	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/join_files_on_column_fuzzy	1.0.1	python		(0/1)	(1/1)	(1/1)	(1/1)
split_file_on_column	5507.0	159.0	tp_split_on_column	Split a file on a specific column.								To update		Text Manipulation	split_file_on_column	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/split_file_on_column	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/split_file_on_column	0.6	gawk		(1/1)	(0/1)	(1/1)	(1/1)
split_file_to_collection	15358.0	412.0	split_file_to_collection	Split tabular, MGF, FASTA, or FASTQ files to a dataset collection.								To update		Text Manipulation	split_file_to_collection	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/split_file_to_collection	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/split_file_to_collection	0.5.1	python		(1/1)	(1/1)	(1/1)	(1/1)
text_processing	3864895.0	15048.0	tp_awk_tool, tp_cat, tp_cut_tool, tp_easyjoin_tool, tp_find_and_replace, tp_grep_tool, tp_head_tool, tp_multijoin_tool, nl, tp_text_file_with_recurring_lines, tp_replace_in_column, tp_replace_in_line, tp_sed_tool, tp_sort_header_tool, tp_sort_rows, tp_uniq_tool, tp_tac, tp_tail_tool, tp_unfold_column_tool, tp_sorted_uniq	High performance text processing tools using the GNU coreutils, sed, awk and friends.								To update	https://www.gnu.org/software/	Text Manipulation	text_processing	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/text_processing	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/text_processing	9.3	coreutils	8.25	(20/20)	(20/20)	(20/20)	(20/20)
tgsgapcloser	460.0	36.0	tgsgapcloser	TGS-GapCloser uses error-prone long reads or preassembled contigs to fill N-gap in the genome assembly.	TGS-GapCloser	TGS-GapCloser		TGS-GapCloser	TGS-GapCloser is a fast and accurately passing through the Bermuda in large genome using error-prone third-generation long reads.	Genome assembly, Read mapping, Scaffolding, Localised reassembly	Sequencing, Sequence assembly, Phylogeny, Transcription factors and regulatory sites, Mapping	To update	https://github.com/BGI-Qingdao/TGS-GapCloser	Assembly	tgsgapcloser	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/tgsgapcloser	https://github.com/bgruening/galaxytools/tree/master/tools/tgsgapcloser	1.0.3	tgsgapcloser	1.2.1	(0/1)	(0/1)	(1/1)	(0/1)
tool_recommendation_model			create_tool_recommendation_model	Create model to recommend tools								To update	https://github.com/bgruening/galaxytools	Machine Learning	create_tool_recommendation_model	bgruening	https://github.com/bgruening/galaxytools/tree/recommendation_training/tools/tool_recommendation_model	https://github.com/bgruening/galaxytools/tree/master/tools/tool_recommendation_model	0.0.5	python		(1/1)	(0/1)	(1/1)	(0/1)
trim_galore	238699.0	2334.0	trim_galore	Trim Galore adaptive quality and adapter trimmer	trim_galore	trim_galore		Trim Galore	A wrapper tool around Cutadapt and FastQC to consistently apply quality and adapter trimming to FastQ files, with some extra functionality for MspI-digested RRBS-type (Reduced Representation Bisufite-Seq) libraries.	Sequence trimming, Primer removal, Read pre-processing	Sequence analysis	To update	http://www.bioinformatics.babraham.ac.uk/projects/trim_galore/	Sequence Analysis, Fastq Manipulation	trim_galore	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/trim_galore	https://github.com/bgruening/galaxytools/tree/master/tools/trim_galore	0.6.7	trim-galore	0.6.10	(1/1)	(1/1)	(1/1)	(1/1)
uniprot_rest_interface	2406.0	132.0	uniprot	UniProt ID mapping and sequence retrieval								To update	https://github.com/jdrudolph/uniprot	Proteomics, Sequence Analysis	uniprot_rest_interface	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/uniprot_rest_interface	https://github.com/bgruening/galaxytools/tree/master/tools/uniprot_rest_interface	0.4	requests		(1/1)	(1/1)	(1/1)	(0/1)
vt			vt_@BINARY@, vt_@BINARY@	A tool set for short variant discovery in genetic sequence data.								To update		Sequence Analysis, Variant Analysis	vt	bgruening	https://github.com/atks/vt	https://github.com/bgruening/galaxytools/tree/master/tools/vt	0.2	vt	2015.11.10	(0/1)	(0/1)	(0/1)	(0/1)
wtdbg	1660.0	116.0	wtdbg	WTDBG is a fuzzy Bruijn graph (FBG) approach to long noisy reads assembly.	wtdbg2	wtdbg2		wtdbg2	Wtdbg2 is a de novo sequence assembler for long noisy reads produced by PacBio or Oxford Nanopore Technologies (ONT). It assembles raw reads without error correction and then builds the consensus from intermediate assembly output. Wtdbg2 is able to assemble the human and even the 32Gb Axolotl genome at a speed tens of times faster than CANU and FALCON while producing contigs of comparable base accuracy.	Genome assembly, De-novo assembly	Sequence assembly, Sequencing	Up-to-date	https://github.com/ruanjue/wtdbg2	Assembly	wtdbg	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/wtdbg	https://github.com/bgruening/galaxytools/tree/master/tools/wtdbg	2.5	wtdbg	2.5	(0/1)	(0/1)	(1/1)	(1/1)
align_back_trans	329.0	11.0	align_back_trans	Thread nucleotides onto a protein alignment (back-translation)								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/align_back_trans	Fasta Manipulation, Sequence Analysis	align_back_trans	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/align_back_trans	https://github.com/peterjc/pico_galaxy/tree/master/tools/align_back_trans	0.0.10	biopython	1.70	(0/1)	(0/1)	(1/1)	(0/1)
chromosome_diagram			chromosome_diagram	Chromosome Diagrams using Biopython								To update		Graphics, Sequence Analysis, Visualization	chromosome_diagram	peterjc		https://github.com/peterjc/pico_galaxy/tree/master/tools/chromosome_diagram	0.0.3	biopython	1.70	(0/1)	(0/1)	(0/1)	(0/1)
clc_assembly_cell			clc_assembler, clc_mapper	Galaxy wrapper for the CLC Assembly Cell suite from CLCBio								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/clc_assembly_cell	Assembly, Next Gen Mappers, SAM	clc_assembly_cell	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/clc_assembly_cell	https://github.com/peterjc/pico_galaxy/tree/master/tools/clc_assembly_cell	0.0.7	samtools	1.20	(0/2)	(0/2)	(0/2)	(0/2)
clinod			clinod	NoD: a Nucleolar localization sequence detector for eukaryotic and viral proteins	clinod	clinod		clinod	The command line NoD predictor (clinod) can be run from the command line to predict Nucleolar localization sequences (NoLSs) that are short targeting sequences responsible for the localization of proteins to the nucleolus.The predictor accepts a list of FASTA formatted sequences as an input and outputs the NOLS predictions as a result.Please note that currently, JPred secondary structure predictions are not supported by clinod. However, we are working on it.	Nucleic acid sequence analysis	Sequence analysis	To update	http://www.compbio.dundee.ac.uk/www-nod/	Sequence Analysis	clinod	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/clinod	https://github.com/peterjc/pico_galaxy/tree/master/tools/clinod	0.1.0	clinod	1.3	(1/1)	(0/1)	(0/1)	(0/1)
count_roi_variants			count_roi_variants	Count sequence variants in region of interest in BAM file								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/count_roi_variants	Assembly, SAM	count_roi_variants	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/count_roi_variants	https://github.com/peterjc/pico_galaxy/tree/master/tools/count_roi_variants	0.0.6	samtools	1.20	(0/1)	(0/1)	(0/1)	(0/1)
coverage_stats			coverage_stats	BAM coverage statistics using samtools idxstats and depth								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/coverage_stats	Assembly, SAM	coverage_stats	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/coverage_stats	https://github.com/peterjc/pico_galaxy/tree/master/tools/coverage_stats	0.1.0	samtools	1.20	(0/1)	(0/1)	(0/1)	(0/1)
effectiveT3			effectiveT3	Find bacterial type III effectors in protein sequences	effectivet3	effectivet3		EffectiveT3	Prediction of putative Type-III secreted proteins.	Sequence classification	Sequence analysis	To update	http://effectors.org	Sequence Analysis	effectivet3	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/effectiveT3	https://github.com/peterjc/pico_galaxy/tree/master/tools/effectiveT3	0.0.21	effectiveT3	1.0.1	(0/1)	(0/1)	(0/1)	(0/1)
fasta_filter_by_id			fasta_filter_by_id	Filter FASTA sequences by ID (DEPRECATED)								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/fasta_filter_by_id	Fasta Manipulation, Sequence Analysis, Text Manipulation	fasta_filter_by_id	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/fasta_filter_by_id	https://github.com/peterjc/pico_galaxy/tree/master/tools/fasta_filter_by_id	0.0.7	galaxy_sequence_utils	1.1.5	(0/1)	(0/1)	(0/1)	(0/1)
fastq_filter_by_id			fastq_filter_by_id	Filter FASTQ sequences by ID (DEPRECATED)								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_filter_by_id	Fastq Manipulation, Sequence Analysis, Text Manipulation	fastq_filter_by_id	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_filter_by_id	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_filter_by_id	0.0.7	galaxy_sequence_utils	1.1.5	(0/1)	(0/1)	(0/1)	(0/1)
fastq_pair_names			fastq_pair_names	Extract FASTQ paired read names								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_pair_names	Sequence Analysis	fastq_pair_names	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_pair_names	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_pair_names	0.0.5	galaxy_sequence_utils	1.1.5	(0/1)	(0/1)	(0/1)	(0/1)
fastq_paired_unpaired			fastq_paired_unpaired	Divide FASTQ file into paired and unpaired reads								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_paired_unpaired	Sequence Analysis, Text Manipulation	fastq_paired_unpaired	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_paired_unpaired	https://github.com/peterjc/pico_galaxy/tree/master/tools/fastq_paired_unpaired	0.1.5	galaxy_sequence_utils	1.1.5	(0/1)	(0/1)	(0/1)	(0/1)
get_orfs_or_cdss	7.0		get_orfs_or_cdss	Search nucleotide sequences for open reading frames (ORFs), or coding sequences (CDSs)								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/get_orfs_or_cdss	Sequence Analysis	get_orfs_or_cdss	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/get_orfs_or_cdss	https://github.com/peterjc/pico_galaxy/tree/master/tools/get_orfs_or_cdss	0.2.3	biopython	1.70	(0/1)	(1/1)	(1/1)	(1/1)
mummer	652.0	83.0	mummerplot_wrapper	Draw dotplots using mummer, mucmer, or promer with mummerplot								To update	http://mummer.sourceforge.net/	Graphics, Sequence Analysis, Visualization	mummer	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/mummer	https://github.com/peterjc/pico_galaxy/tree/master/tools/mummer	0.0.8	ghostscript	9.18	(1/1)	(0/1)	(1/1)	(0/1)
nlstradamus			nlstradamus	Find nuclear localization signals (NLSs) in protein sequences								To update	http://www.moseslab.csb.utoronto.ca/NLStradamus	Fasta Manipulation, Sequence Analysis	nlstradamus	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/nlstradamus	https://github.com/peterjc/pico_galaxy/tree/master/tools/nlstradamus	0.0.11	NLStradamus	1.8	(0/1)	(0/1)	(0/1)	(0/1)
predictnls			predictnls	Python reimplementation of predictNLS for Galaxy								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/predictnls	Sequence Analysis	predictnls	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/predictnls	https://github.com/peterjc/pico_galaxy/tree/master/tools/predictnls	0.0.10			(0/1)	(0/1)	(0/1)	(0/1)
protein_analysis			promoter2, Psortb, rxlr_motifs, signalp3, tmhmm2, wolf_psort	TMHMM, SignalP, Promoter, RXLR motifs, WoLF PSORT and PSORTb								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/protein_analysis	Sequence Analysis	tmhmm_and_signalp	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/protein_analysis	https://github.com/peterjc/pico_galaxy/tree/master/tools/protein_analysis	0.0.13	promoter		(0/6)	(0/6)	(6/6)	(0/6)
sample_seqs	3765.0	149.0	sample_seqs	Sub-sample sequences files (e.g. to reduce coverage)								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/sample_seqs	Assembly, Fasta Manipulation, Fastq Manipulation, Sequence Analysis	sample_seqs	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/sample_seqs	https://github.com/peterjc/pico_galaxy/tree/master/tools/sample_seqs	0.2.6	biopython	1.70	(1/1)	(1/1)	(1/1)	(1/1)
samtools_depad			samtools_depad	Re-align a SAM/BAM file with a padded reference (using samtools depad)								To update	http://www.htslib.org/	Assembly, SAM, Sequence Analysis	samtools_depad	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_depad	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_depad	0.0.5	samtools	1.20	(0/1)	(0/1)	(0/1)	(0/1)
samtools_depth	4948.0	296.0	samtools_depth	Coverage depth via samtools								To update	http://www.htslib.org/	Assembly, Sequence Analysis, SAM	samtools_depth	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_depth	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_depth	0.0.3	samtools	1.20	(1/1)	(1/1)	(1/1)	(1/1)
samtools_idxstats	48426.0	1450.0	samtools_idxstats	BAM mapping statistics (using samtools idxstats)								To update	http://www.htslib.org/	Assembly, Next Gen Mappers, SAM	samtools_idxstats	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_idxstats	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_idxstats	0.0.6	samtools	1.20	(1/1)	(1/1)	(1/1)	(1/1)
seq_composition	874.0	71.0	seq_composition	Sequence composition								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_composition	Sequence Analysis	seq_composition	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_composition	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_composition	0.0.5	biopython	1.70	(1/1)	(0/1)	(1/1)	(1/1)
