Galaxy wrapper id	https://usegalaxy.eu usage	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu
music_deconvolution	67	music_construct_eset, music_inspect_eset, music_manipulate_eset, music_compare, music_deconvolution	Multi-subject Single Cell deconvolution (MuSiC)						Up-to-date	https://github.com/xuranw/MuSiC	Transcriptomics	music	bgruening	https://github.com/galaxyproject/tools-iuc/tree/master/tools/music/	0.1.1	music-deconvolution	0.1.1	(5/5)	(5/5)	(4/5)
netboxr	5	netboxr	netboxr enables automated discovery of biological process modules by network analysis						To update		Systems Biology	netboxr	bgruening		1.6.0	bioconductor-netboxr	1.9.0	(0/1)	(0/1)	(1/1)
nextdenovo	84	nextdenovo	String graph-based de novo assembler for long reads	nextdenovo	NextDenovo	"NextDenovo is a string graph-based de novo assembler for long reads (CLR, HiFi and ONT). It uses a ""correct-then-assemble"" strategy similar to canu (no correction step for PacBio Hifi reads), but requires significantly less computing resources and storages."	De-novo assembly, Genome assembly	Sequencing, Sequence assembly	To update	https://github.com/Nextomics/NextDenovo	Assembly	nextdenovo	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/nextdenovo	2.5.0	nextdenovo	2.5.2	(0/1)	(0/1)	(1/1)
pandas_rolling_window	7	pandas_rolling_window	Rolling window calculations						To update	https://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.DataFrame.rolling.html	Statistics	pandas_rolling_window	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/pandas_rolling_window	0.1	numpy		(1/1)	(0/1)	(1/1)
paralyzer	7	paralyzer	A method to generate a high resolution map of interaction sites between RNA-binding proteins and their targets.						Up-to-date	https://ohlerlab.mdc-berlin.de/software/PARalyzer_85/	RNA	paralyzer	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/paralyzer	1.5	paralyzer	1.5	(0/1)	(0/1)	(1/1)
peakachu	78	peakachu	PEAKachu is a peak-caller for CLIP- and RIP-Seq data						To update		Sequence Analysis, RNA	peakachu	rnateam	https://github.com/tbischler/PEAKachu	0.2.0+galaxy1	peakachu	0.2.0	(0/1)	(0/1)	(1/1)
pfamscan	19	pfamscan	Search a FASTA sequence against a library of Pfam HMM.	pfamscan	PfamScan	This tool is used to search a FASTA sequence against a library of Pfam HMM.	Protein sequence analysis	Sequence analysis	Up-to-date	http://ftp.ebi.ac.uk/pub/databases/Pfam/Tools/	Sequence Analysis	pfamscan	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/pfamscan	1.6	pfam_scan	1.6	(1/1)	(1/1)	(1/1)
pharmcat	14	pharmcat	Pharmacogenomics Clinical Annotation Tool						To update	https://pharmcat.org/	Variant Analysis	pharmcat	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/pharmcat				(1/1)	(0/1)	(1/1)
pileup_interval	15	pileup_interval	Pileup-to-Interval condenses pileup format into ranges of bases						To update		SAM	pileup_interval	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pileup_interval	1.0.3	bx-python	0.10.0	(1/1)	(1/1)	(1/1)
pileup_parser	169	pileup_parser	Filter pileup on coverage and SNPs						To update	https://github.com/galaxyproject/tools-devteam/	SAM	pileup_parser	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pileup_parser	1.0.2	perl		(1/1)	(1/1)	(1/1)
pipmir	21	pipmir	A method to identify novel plant miRNA.						To update	https://ohlerlab.mdc-berlin.de/software/Pipeline_for_the_Identification_of_Plant_miRNAs_84/	RNA	pipmir	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/pipmir	0.1.0	pipmir	1.1	(0/1)	(0/1)	(1/1)
piranha	39	piranha	Piranha is a peak-caller for CLIP- and RIP-Seq data						To update		Sequence Analysis, RNA	piranha	rnateam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/piranha	1.2.1.0	piranha	1.2.1	(0/1)	(0/1)	(1/1)
plotly_ml_performance_plots	71	plotly_ml_performance_plots	performance plots for machine learning problems						To update	http://scikit-learn.org/stable/modules/classes.html#module-sklearn.metrics	Visualization	plotly_ml_performance_plots	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/plotly_ml_performance_plots	0.2	pandas		(1/1)	(1/1)	(1/1)
plotly_parallel_coordinates_plot	37	plotly_parallel_coordinates_plot	parallel coordinates plot produced with plotly						To update	https://plot.ly/python/parallel-coordinates-plot/	Visualization	plotly_parallel_coordinates_plot	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/plotly_parallel_coordinates_plot	0.2	python		(1/1)	(1/1)	(1/1)
plotly_regression_performance_plots	79	plotly_regression_performance_plots	performance plots for regression problems						To update	http://scikit-learn.org/stable/supervised_learning.html#supervised-learning	Visualization	plotly_regression_performance_plots	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/plotly_regression_performance_plots	0.1	python		(1/1)	(1/1)	(1/1)
poisson2test	6	poisson2test	Poisson two-sample test						To update	https://bitbucket.org/natefoo/taxonomy	Statistics, Metagenomics	poisson2test	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/poisson2test	1.0.0	taxonomy	0.9.0	(0/1)	(1/1)	(1/1)
racon	309	racon	Consensus module for raw de novo DNA assembly of long uncorrected reads.	Racon	Racon	The Possibility to Use Oxford Nanopore Technology | Ultrafast consensus module for raw de novo genome assembly of long uncorrected reads. http://genome.cshlp.org/content/early/2017/01/18/gr.214270.116 Note: This was the original repository which will no longer be officially maintained. Please use the new official repository here: https://github.com/isovic/racon| Racon is intended as a standalone consensus module to correct raw contigs generated by rapid assembly methods which do not include a consensus step | Consensus module for raw de novo DNA assembly of long uncorrected reads	Genome assembly, Mapping assembly, Sequence trimming	Whole genome sequencing, Sequence assembly, Plant biology	Up-to-date	https://github.com/isovic/racon	Sequence Analysis	racon	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/racon	1.5.0	racon	1.5.0	(1/1)	(1/1)	(1/1)
rcas	38	rcas	RCAS (RNA Centric Annotation System) for functional analysis of transcriptome-wide regions detected by high-throughput experiments						To update	https://github.com/BIMSBbioinfo/RCAS	RNA	rcas	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rcas/	1.5.4	bioconductor-rcas	1.28.2	(0/1)	(0/1)	(1/1)
remurna	2	remurna	remuRNA - Measurement of Single Nucleotide Polymorphism induced Changes of RNA Conformation						To update	https://www.ncbi.nlm.nih.gov/CBBresearch/Przytycka/index.cgi#remurna	RNA	remurna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/remurna	1.0.0	remurna	1.0	(0/1)	(0/1)	(1/1)
rnasnp	5	rnasnp	RNAsnp Efficient detection of local RNA secondary structure changes induced by SNPs						To update	http://rth.dk/resources/rnasnp/	RNA	rnasnp	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rnasnp	1.2.0	rnasnp	1.2	(0/1)	(0/1)	(1/1)
rnaz	14	rnaz, rnaz_annotate, rnaz_cluster, rnaz_randomize_aln, rnaz_select_seqs, rnaz_window	RNAz is a program for predicting structurally conserved and thermodynamically stable RNA secondary structures in multiple sequence alignments.						Up-to-date	https://www.tbi.univie.ac.at/~wash/RNAz/	RNA	rnaz	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/rna_team/rnaz	2.1.1	rnaz	2.1.1	(0/6)	(0/6)	(6/6)
sailfish	55	sailfish	Sailfish is a tool for transcript quantification from RNA-seq data						To update	http://www.cs.cmu.edu/~ckingsf/software/sailfish/	Sequence Analysis, RNA	sailfish	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/sailfish	0.10.1.1	bzip2		(1/1)	(1/1)	(1/1)
salmon	746	alevin, salmon, salmonquantmerge	Salmon is a wicked-fast program to produce a highly-accurate, transcript-level quantification estimates from RNA-seq and single-cell data.						To update	https://github.com/COMBINE-lab/salmon	Sequence Analysis, RNA, Transcriptomics		bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/salmon	1.10.1	salmon	1.10.2	(2/3)	(1/3)	(3/3)
sam2interval	20	sam2interval	Convert SAM to interval.						To update		SAM	sam2interval	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/sam2interval	1.0.2	python		(1/1)	(1/1)	(1/1)
sample_seqs	149	sample_seqs	Sub-sample sequences files (e.g. to reduce coverage)						To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/sample_seqs	Assembly, Fasta Manipulation, Fastq Manipulation, Sequence Analysis	sample_seqs	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/sample_seqs	0.2.6	biopython	1.70	(1/1)	(1/1)	(1/1)
samtools_depth	296	samtools_depth	Coverage depth via samtools						To update	http://www.htslib.org/	Assembly, Sequence Analysis, SAM	samtools_depth	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_depth	0.0.3	samtools	1.19	(1/1)	(0/1)	(1/1)
samtools_idxstats	1450	samtools_idxstats	BAM mapping statistics (using samtools idxstats)						To update	http://www.htslib.org/	Assembly, Next Gen Mappers, SAM	samtools_idxstats	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_idxstats	0.0.6	samtools	1.19	(1/1)	(1/1)	(1/1)
segemehl	30	segemehl	segemehl - short read mapping with gaps						To update	http://www.bioinf.uni-leipzig.de/Software/segemehl/	Next Gen Mappers	segemehl	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/segemehl	0.2.0.4	segemehl	0.3.4	(0/1)	(0/1)	(1/1)
selectsequencesfrommsa	27	selectsequencesfrommsa	SelectSequences - selects representative entries from a multiple sequence alignment in clustal format						Up-to-date	https://github.com/eggzilla/SelectSequences	RNA, Sequence Analysis	selectsequencesfrommsa	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/selectsequencesfrommsa	1.0.5	selectsequencesfrommsa	1.0.5	(0/1)	(0/1)	(1/1)
seq_composition	71	seq_composition	Sequence composition						To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_composition	Sequence Analysis	seq_composition	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_composition	0.0.5	biopython	1.70	(1/1)	(0/1)	(1/1)
seq_filter_by_id	306	seq_filter_by_id	Filter sequences by ID						To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_filter_by_id	Fasta Manipulation, Sequence Analysis, Text Manipulation	seq_filter_by_id	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_filter_by_id	0.2.9	biopython	1.70	(1/1)	(1/1)	(1/1)
seq_filter_by_mapping	82	seq_filter_by_mapping	Filter sequencing reads using SAM/BAM mapping files						To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_filter_by_mapping	Assembly, Fasta Manipulation, Fastq Manipulation, SAM, Sequence Analysis	seq_filter_by_mapping	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_filter_by_mapping	0.0.8	biopython	1.70	(0/1)	(0/1)	(1/1)
split_file_to_collection	412	split_file_to_collection	Split tabular, MGF, FASTA, or FASTQ files to a dataset collection.						To update		Text Manipulation	split_file_to_collection	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/text_processing/split_file_to_collection	0.5.1	python		(1/1)	(1/1)	(1/1)
sshmm	5	sshmm	ssHMM is an RNA sequence-structure motif finder for RNA-binding protein data, such as CLIP-Seq data						Up-to-date	https://github.molgen.mpg.de/heller/ssHMM	Sequence Analysis, RNA	sshmm	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/sshmm/	1.0.7	sshmm	1.0.7	(0/1)	(0/1)	(1/1)
t2t_report	26	t2t_report	Summarize taxonomy						To update	https://bitbucket.org/natefoo/taxonomy	Metagenomics	t2t_report	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/t2t_report	1.0.0	taxonomy	0.9.0	(0/1)	(0/1)	(1/1)
t_test_two_samples	6	t_test_two_samples	T Test for Two Samples						To update		Statistics	t_test_two_samples	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/t_test_two_samples	1.0.1	R		(1/1)	(1/1)	(1/1)
tables_arithmetic_operations	14	tables_arithmetic_operations	Arithmetic Operations on tables						To update	https://github.com/galaxyproject/gops	Genomic Interval Operations	tables_arithmetic_operations	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/gops/tables_arithmetic_operations	1.0.0	perl		(0/1)	(0/1)	(1/1)
targetfinder	37	targetfinder	Plant small RNA target prediction tool						Up-to-date	https://github.com/carringtonlab/TargetFinder.git	RNA	targetfinder	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/targetfinder/	1.7	targetfinder	1.7	(1/1)	(1/1)	(1/1)
tgsgapcloser	36	tgsgapcloser	TGS-GapCloser uses error-prone long reads or preassembled contigs to fill N-gap in the genome assembly.	TGS-GapCloser	TGS-GapCloser	TGS-GapCloser is a fast and accurately passing through the Bermuda in large genome using error-prone third-generation long reads.	Genome assembly, Read mapping, Scaffolding, Localised reassembly	Sequencing, Sequence assembly, Phylogeny, Transcription factors and regulatory sites, Mapping	To update	https://github.com/BGI-Qingdao/TGS-GapCloser	Assembly	tgsgapcloser	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/tgsgapcloser	1.0.3	tgsgapcloser	1.2.1	(0/1)	(0/1)	(1/1)
tophat2	312	tophat2	Tophat - fast splice junction mapper for RNA-Seq reads						To update	http://ccb.jhu.edu/software/tophat/index.shtml	RNA, Next Gen Mappers	tophat2	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/tophat2	2.1.1	bowtie2	2.5.3	(1/1)	(1/1)	(1/1)
tophat_fusion_post	15	tophat_fusion_post	Wrapper for Tophat-Fusion post step						To update		Transcriptomics	tophat_fusion_post	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/tophat_fusion_post	0.1	blast+		(0/1)	(1/1)	(1/1)
trim_galore	2334	trim_galore	Trim Galore adaptive quality and adapter trimmer	trim_galore	Trim Galore	A wrapper tool around Cutadapt and FastQC to consistently apply quality and adapter trimming to FastQ files, with some extra functionality for MspI-digested RRBS-type (Reduced Representation Bisufite-Seq) libraries.	Sequence trimming	Sequence analysis	To update	http://www.bioinformatics.babraham.ac.uk/projects/trim_galore/	Sequence Analysis, Fastq Manipulation	trim_galore	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/trim_galore	0.6.7	trim-galore	0.6.10	(1/1)	(1/1)	(1/1)
trimmer	188	trimmer	Trim leading or trailing characters.						To update		Text Manipulation	trimmer	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/trimmer	0.0.1			(1/1)	(1/1)	(1/1)
vcf_filter	63	vcf_filter	Filter a VCF file						To update		Variant Analysis	vcf_filter	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/vcf_filter	1.0.0			(0/1)	(0/1)	(1/1)
vcftools_annotate	24	vcftools_annotate	Annotate VCF using custom/user-defined annotations						To update	https://vcftools.github.io/	Variant Analysis	vcftools_annotate	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_annotate	0.1	echo		(1/1)	(0/1)	(1/1)
vcftools_compare	34	vcftools_compare	Compare VCF files to get overlap and uniqueness statistics						To update	https://vcftools.github.io/	Variant Analysis	vcftools_compare	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_compare	0.1	tabix	1.11	(0/1)	(0/1)	(1/1)
vcftools_isec	35	vcftools_isec	Intersect multiple VCF datasets						To update	https://vcftools.github.io/	Variant Analysis	vcftools_isec	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_isec	0.1.1	tabix	1.11	(0/1)	(1/1)	(1/1)
vcftools_merge	68	vcftools_merge	Merge multiple VCF datasets into a single dataset						To update	https://vcftools.github.io/	Variant Analysis	vcftools_merge	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_merge	0.1.11	tabix	1.11	(0/1)	(1/1)	(1/1)
vcftools_slice	24	vcftools_slice	Subset VCF dataset by genomic regions						To update	https://vcftools.github.io/	Variant Analysis	vcftools_slice	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_slice	0.1	echo		(1/1)	(0/1)	(1/1)
vcftools_subset	17	vcftools_subset	Select samples from a VCF dataset						To update	https://vcftools.github.io/	Variant Analysis	vcftools_subset	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/vcftools/vcftools_subset	0.1	tabix	1.11	(0/1)	(0/1)	(1/1)
