Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on ANASTASIA	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on BF2I-MAP	Tools available on BioBix	Tools available on CIRM-CFBP	Tools available on Center for Phage Technology (CPT)	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CorGAT	Tools available on CropGalaxy	Tools available on Dintor	Tools available on FreeBioinfo	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on Protologger	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	No. of tool users (2022-2023) (usegalaxy.eu)	Total tool usage (usegalaxy.eu)
barrnap	barrnap	Contains the Barrnap tool for finding ribosomal RNAs in FASTA sequences.	barrnap	barrnap		Barrnap	Predict the location of ribosomal RNA genes in genomes. It supports bacteria (5S,23S,16S), archaea (5S,5.8S,23S,16S), mitochondria (12S,16S) and eukaryotes (5S,5.8S,28S,18S).	Gene prediction	Genomics, Model organisms, Model organisms	To update		Sequence Analysis	barrnap	iuc		https://github.com/galaxyproject/tools-iuc/tree/main/tools/barrnap	1.2.2	barrnap	0.9	Gene prediction	Genomics, Model organisms, Model organisms	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	160	3938
basil	basil	Breakpoint detection, including large insertions								To update	https://github.com/seqan/anise_basil	Variant Analysis	basil	iuc		https://github.com/galaxyproject/tools-iuc/tree/main/tools/basil	1.2.0	anise_basil				1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	35	266
bax2bam	bax2bam	BAX to BAM converter								Up-to-date	https://github.com/pacificbiosciences/bax2bam/	Convert Formats, Sequence Analysis	bax2bam	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pax2bam	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bax2bam	0.0.11	bax2bam	0.0.11			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	200
bayescan	BayeScan	Detecting natural selection from population-based genetic data	bayescan	bayescan		BayeScan	BAYEsian genome SCAN for outliers, aims at identifying candidate loci under natural selection from genetic data, using differences in allele frequencies between populations. It is based on the multinomial-Dirichlet model.	Statistical inference	Genetics, Evolutionary biology, Statistics and probability, DNA polymorphism	To update	http://cmpg.unibe.ch/software/BayeScan/index.html	Sequence Analysis	bayescan	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bayescan/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bayescan	2.1	bayescan	2.0.1	Statistical inference	Genetics, Evolutionary biology, Statistics and probability, DNA polymorphism	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	64
bbgbigwig	bbgtobigwig	Make a coverage bigwig from bam, bed or gff, optionally with a chromosome length file.	UCSC_Genome_Browser_Utilities	UCSC_Genome_Browser_Utilities		UCSC Genome Browser Utilities	Utilities for handling sequences and assemblies from the UCSC Genome Browser project.		Sequence analysis	To update	https://www.encodeproject.org/software/bedgraphtobigwig/	Convert Formats	bbgbigwig	iuc	https://www.encodeproject.org/software/bedgraphtobigwig/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bbgbigwig	0.1	ucsc-bedgraphtobigwig	455		Sequence analysis	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bbtools	bbtools_bbduk, bbtools_bbmap, bbtools_bbmerge, bbtools_bbnorm, bbtools_callvariants, bbtools_tadpole	BBTools is a suite of fast, multithreaded bioinformatics tools designed for analysis of DNA and RNA sequence data.BBTools can handle common sequencing file formats such as fastq, fasta, sam, scarf, fasta+qual, compressed or raw,with autodetection of quality encoding and interleaving. It is written in Java and works on any platform supportingJava, including Linux, MacOS, and Microsoft Windows and Linux; there are no dependencies other than Java (version7 or higher). Program descriptions and options are shown when running the shell scripts with no parameters.	bbmap	bbtools, bbmap		BBMap	BBMap is a fast splice-aware aligner for RNA and DNA.  It is faster than almost all short-read aligners, yet retains unrivaled sensitivity and specificity, particularly for reads with many errors and indels.	RNA-Seq analysis, Sequence trimming, Read mapping, Sequence contamination filtering, Read binning, Sequence alignment	Sequencing, RNA splicing, Whole genome sequencing, Phylogenetics, Metagenomics, RNA-Seq	Up-to-date	https://jgi.doe.gov/data-and-tools/bbtools/	Sequence Analysis	bbtools	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bbtools	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bbtools	39.06	bbmap	39.06	RNA-Seq analysis, Sequence trimming, Read mapping, Sequence contamination filtering, Read binning, Sequence alignment	RNA splicing, Whole genome sequencing, Phylogenetics, Metagenomics, RNA-Seq	6	1	5	0	6	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	420	6381
bcftools	bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@_from_vcf, bcftools_@EXECUTABLE@_to_vcf, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_plugin_@PLUGIN_ID@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@_list_samples, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@, bcftools_@EXECUTABLE@	BCFtools toolkit wrappers	bcftools	bcftools		BCFtools	BCFtools is a set of utilities that manipulate variant calls in the Variant Call Format (VCF) and its binary counterpart BCF. All commands work transparently with both VCFs and BCFs, both uncompressed and BGZF-compressed.	Data handling, Variant calling	Genetic variation, DNA polymorphism, GWAS study, Genotyping experiment	To update	https://samtools.github.io/bcftools/	Variant Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bcftools	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bcftools	1.15.1	bcftools	1.20	Data handling, Variant calling	DNA polymorphism, GWAS study, Genotyping experiment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bctools	bctools_convert_to_binary_barcode, bctools_extract_crosslinked_nucleotides, bctools_extract_alignment_ends, bctools_extract_barcodes, bctools_merge_pcr_duplicates, bctools_remove_tail, bctools_remove_spurious_events	bctools is a set of tools for handling barcodes and UMIs in NGS data.bctools can be used to merge PCR duplicates according to unique molecular barcodes (UMIs),to extract barcodes from arbitrary positions relative to the read starts,to clean up readthroughs into UMIs with paired-end sequencing andhandles binary barcodes as used with uvCLAP and FLASH.License: Apache License 2.0								Up-to-date	https://github.com/dmaticzka/bctools	Sequence Analysis, Transcriptomics		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bedtools	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bctools	0.2.2	bctools	0.2.2			0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	87	2895
beacon2	beacon2_csv2xlsx, beacon2_pxf2bff, beacon2_vcf2bff	beacon2-ri-tools are part of the ELIXIR-CRG Beacon v2 Reference Implementation (B2RI).	ga4gh_beacon	ga4gh_beacon		GA4GH Beacon	A global search engine for genetic mutations.	Service discovery, Database search, Genetic variation analysis	Genetic variation, Population genetics, Data security, Rare diseases	Up-to-date	https://github.com/EGA-archive/beacon2-ri-tools/tree/main	Variant Analysis	beacon2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/beacon2	https://github.com/galaxyproject/tools-iuc/tree/main/tools/beacon2	2.0.0	beacon2-ri-tools	2.0.0	Service discovery, Database search, Genetic variation analysis	Genetic variation, Population genetics, Data security, Rare diseases	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	28
beagle	beagle	Beagle is a program for phasing and imputing missing genotypes.								To update	https://faculty.washington.edu/browning/beagle/beagle.html	Variant Analysis	beagle	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/beagle	https://github.com/galaxyproject/tools-iuc/tree/main/tools/beagle	5.2_21Apr21.304	beagle				0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	54
bedops	bedops-sort-bed	BEDOPS: high-performance genomic feature operations								Up-to-date	https://bedops.readthedocs.io/en/latest/	Genomic Interval Operations	bedops_sortbed	iuc	https://bedops.readthedocs.io/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bedops	2.4.41	bedops	2.4.41			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	28
bedtools	bedtools_annotatebed, bedtools_bamtobed, bedtools_bed12tobed6, bedtools_bedtobam, bedtools_bedtoigv, bedtools_bedpetobam, bedtools_closestbed, bedtools_clusterbed, bedtools_complementbed, bedtools_coveragebed, bedtools_expandbed, bedtools_fisher, bedtools_flankbed, bedtools_genomecoveragebed, bedtools_getfastabed, bedtools_groupbybed, bedtools_intersectbed, bedtools_jaccard, bedtools_links, bedtools_makewindowsbed, bedtools_map, bedtools_maskfastabed, bedtools_mergebed, bedtools_multicovtbed, bedtools_multiintersectbed, bedtools_nucbed, bedtools_overlapbed, bedtools_randombed, bedtools_reldistbed, bedtools_shufflebed, bedtools_slopbed, bedtools_sortbed, bedtools_spacingbed, bedtools_subtractbed, bedtools_tagbed, bedtools_unionbedgraph, bedtools_windowbed	bedtools is a powerful toolset for genome arithmetic	bedtools	bedtools		BEDTools	BEDTools is an extensive suite of utilities for comparing genomic features in BED format.	Mapping	Genomics	Up-to-date	https://github.com/arq5x/bedtools2	Genomic Interval Operations, Text Manipulation	bedtools	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bedtools	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bedtools	2.31.1	bedtools	2.31.1	Mapping	Genomics	37	37	37	37	37	37	37	37	0	0	0	37	0	0	37	0	0	0	0	0	0	0	37	6	37	0	0	37	0	0	0	37	0	0	0	0	0	0	0	0	37	37	5844	901750
bellerophon	bellerophon	Filter mapped reads where the mapping spans a junction, retaining the 5-prime read.								Up-to-date	https://github.com/davebx/bellerophon	Sequence Analysis	bellerophon	iuc	https://github.com/davebx/bellerophon	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bellerophon	1.0	bellerophon	1.0			1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	123	1194
berokka	berokka	Berokka is used to trim, circularise, orient & filter long read bacterial genome assemblies.								To update	https://github.com/tseemann/berokka	Fasta Manipulation	berokka	iuc	https://github.com/galaxyproject/tools-iuc/blob/master/tools/berokka	https://github.com/galaxyproject/tools-iuc/tree/main/tools/berokka	0.2.3	berokka				0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bigscape	bigscape	Construct sequence similarity networks of BGCs and groups them into GCF	BiG-SCAPE	BiG-SCAPE		BiG-SCAPE	A computational framework to explore large-scale biosynthetic diversity.BiG-SCAPE (Biosynthetic Gene Similarity Clustering and Prospecting Engine) is a software package, written in Python, that constructs sequence similarity networks of Biosynthetic Gene Clusters (BGCs) and groups them into Gene Cluster Families (GCFs). BiG-SCAPE does this by rapidly calculating a distance matrix between gene clusters based on a comparison of their protein domain content, order, copy number and sequence identity.It defines a distance metric between Gene Clusters using a combination of three indices (Jaccard Index of domain types, Domain Sequence Similarity the Adjacency...BiG-SCAPE and CORASON provide a set of tools to explore the diversity of biosynthetic gene clusters (BGCs) across large numbers of genomes, by constructing BGC sequence similarity networks, grouping BGCs into gene cluster families, and exploring gene cluster diversity linked to enzyme phylogenies.	Clustering, Global alignment, Fold recognition	Phylogeny, Microbial ecology, Mapping, Metabolomics, Bioinformatics, Gene and protein families	Up-to-date	https://github.com/medema-group/BiG-SCAPE	Metagenomics	bigscape	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bigscape/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bigscape	1.1.9	bigscape	1.1.9	Clustering, Global alignment, Fold recognition	Phylogeny, Microbial ecology, Mapping, Metabolomics, Bioinformatics, Gene and protein families	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
binning_refiner	bin_refiner	Reconciles the outputs of different binning programs with the aim to improve the quality of genome bins,especially with respect to contamination levels.	binning_refiner	binning_refiner		Binning_refiner	Improving genome bins through the combination of different binning programs	Read binning, Sequence clustering	Metagenomics, Sequence assembly, Microbial ecology	Up-to-date	https://github.com/songweizhi/Binning_refiner	Metagenomics	binning_refiner	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/binning_refiner/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/binning_refiner	1.4.3	binning_refiner	1.4.3	Read binning, Sequence clustering	Metagenomics, Sequence assembly, Microbial ecology	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	81
bioext	bioext_bam2msa, bioext_bealign	A suite of Galaxy tools designed around the BioExt extension to BioPython. Align sequences, merge duplicate sequences into one, and more!								Up-to-date	https://pypi.python.org/pypi/biopython-extensions/	Next Gen Mappers		iuc	https://github.com/davebx/bioext-gx/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bioext	0.21.7	python-bioext	0.21.7			2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	363	15228
bioinformatics_cafe	fasta_regex_finder	Miscellanea of scripts for bioinformatics								To update	https://github.com/dariober/bioinformatics-cafe/	Sequence Analysis	bioinformatics_cafe	mbernt	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bioinformatics-cafe	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bioinformatics_cafe	0.1.0	python				1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	71	978
biom_format	biom_add_metadata, biom_convert, biom_from_uc, biom_normalize_table, biom_subset_table, biom_summarize_table	The biom-format package provides a command line interface and Python API for working with BIOM files.	biomformat	biomformat		biomformat	"This package includes basic tools for reading biom-format files, accessing and subsetting data tables from a biom object, as well as limited support for writing a biom-object back to a biom-format file. The design of this API is intended to match the python API and other tools included with the biom-format project, but with a decidedly ""R flavor"" that should be familiar to R users. This includes S4 classes and methods, as well as extensions of common core functions/methods."	Formatting	Laboratory information management, Sequence analysis	To update	https://github.com/biocore/biom-format	Metagenomics		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/biom_format	https://github.com/galaxyproject/tools-iuc/tree/main/tools/biom_format	2.1.15	biom-format	2.1.7	Formatting	Laboratory information management, Sequence analysis	2	2	6	0	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	98	3906
bioperl	bp_genbank2gff3	Converts GenBank format files to GFF3	bioperl	bioperl		BioPerl	A collection of Perl modules that facilitate the development of Perl scripts for bioinformatics applications.  It provides software modules for many of the typical tasks of bioinformatics programming.	Data handling, Service invocation	Genomics, Software engineering, Data management	To update	https://bioperl.org/	Sequence Analysis	bp_genbank2gff3	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bioperl	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bioperl	1.1	perl-bioperl	1.7.8	Data handling, Service invocation	Genomics, Software engineering	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	240	6736
biotradis	bacteria_tradis, tradis_essentiality, tradis_gene_insert_sites	Bio-Tradis is a tool suite dedicated to essentiality analyses with TraDis data.	biotradis	biotradis		biotradis	The Bio::TraDIS pipeline provides software utilities for the processing, mapping, and analysis of transposon insertion sequencing data. The pipeline was designed with the data from the TraDIS sequencing protocol in mind, but should work with a variety of transposon insertion sequencing protocols as long as they produce data in the expected format.	Sequence analysis	Mobile genetic elements, Workflows	Up-to-date	https://www.sanger.ac.uk/science/tools/bio-tradis	Genome annotation	biotradis	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/biotradis	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/biotradis	1.4.5	biotradis	1.4.5	Sequence analysis	Mobile genetic elements, Workflows	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
biscot	biscot	Bionano scaffolding correction tool								To update	https://github.com/institut-de-genomique/biscot	Assembly	biscot	iuc	https://github.com/bgruening/iuc/tree/master/tools/biscot	https://github.com/galaxyproject/tools-iuc/tree/main/tools/biscot	2.3.3	biscot				0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3
blast	magicblast	Maps large next-generation RNA or DNA sequencing runs against a whole genome or transcriptome								Up-to-date	https://ncbi.github.io/magicblast/	Next Gen Mappers	magicblast	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/blast	https://github.com/galaxyproject/tools-iuc/tree/main/tools/blast	1.7.0	magicblast	1.7.0			0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	78	511
blastxml_to_gapped_gff3	blastxml_to_gapped_gff3	BlastXML to gapped GFF3								To update		Convert Formats, Sequence Analysis	blastxml_to_gapped_gff3	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/blastxml_to_gapped_gff3	https://github.com/galaxyproject/tools-iuc/tree/main/tools/blastxml_to_gapped_gff3	1.1	bcbiogff	0.6.6			1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	24	185
