Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Date of first commit of the suite	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on CIRM-CFBP	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CropGalaxy	Tools available on Dintor	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	Tools available on Viral Variant Visualizer (VVV)	No. of tool users (5 years) (usegalaxy.eu)	No. of tool users (all time) (usegalaxy.eu)	Tool usage (5 years) (usegalaxy.eu)	Tool usage (all time) (usegalaxy.eu)	No. of tool users (5 years) (usegalaxy.org)	No. of tool users (all time) (usegalaxy.org)	Tool usage (5 years) (usegalaxy.org)	Tool usage (all time) (usegalaxy.org)	No. of tool users (5 years) (usegalaxy.org.au)	No. of tool users (all time) (usegalaxy.org.au)	Tool usage (5 years) (usegalaxy.org.au)	Tool usage (all time) (usegalaxy.org.au)	No. of tool users (5 years) - all main servers	No. of tool users (all time) - all main servers	Tool usage (5 years) - all main servers	Tool usage (all time) - all main servers	Reviewed	Deprecated	To keep
salsa2	salsa	A tool to scaffold long read assemblies with Hi-C	SALSA	SALSA		SALSA	> VERY_LOW CONFIDENCE! | > CORRECT NAME OF TOOL COULD ALSO BE 'chromosome-scale', 'reference-quality', 'Hi-C', 'scaffolder' | Integrating Hi-C links with assembly graphs for chromosome-scale assembly | SALSA: A tool to scaffold long read assemblies with Hi-C data | SALSA: A tool to scaffold long read assemblies with Hi-C | This code is used to scaffold your assemblies using Hi-C data. This version implements some improvements in the original SALSA algorithm. If you want to use the old version, it can be found in the old_salsa branch	Genome assembly, De-novo assembly, Scaffolding	Sequence assembly, DNA binding sites, Mapping	Up-to-date	https://github.com/marbl/SALSA	Assembly	salsa	2021-01-14	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/salsa2	https://github.com/galaxyproject/tools-iuc/tree/main/tools/salsa2	2.3	salsa2	2.3	Genome assembly, De-novo assembly, Scaffolding	Sequence assembly, DNA binding sites, Mapping	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	463	463	119	119	1038	1038	87	87	410	410	24	24	1911	1911	230	230	False		
samblaster	samblaster	samblaster marks duplicates and can output split and discordant alignments from SAM/BAM files	samblaster	samblaster		SAMBLASTER	A tool to mark duplicates and extract discordant and split reads from SAM files.	Split read mapping	DNA, Sequencing, Mapping	Up-to-date	https://github.com/GregoryFaust/samblaster	SAM, Fastq Manipulation, Variant Analysis	samblaster	2016-12-18	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/samblaster	https://github.com/galaxyproject/tools-iuc/tree/main/tools/samblaster	0.1.26	samblaster	0.1.26	Split read mapping	DNA, Sequencing, Mapping	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
sample_seqs	sample_seqs	Sub-sample sequences files (e.g. to reduce coverage)								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/sample_seqs	Assembly, Fasta Manipulation, Fastq Manipulation, Sequence Analysis	sample_seqs	2015-08-26	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/sample_seqs	https://github.com/peterjc/pico_galaxy/tree/master/tools/sample_seqs	0.2.6	biopython	1.70			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3421	3859	340	382	883	883	109	109	1138	1138	15	15	5442	5880	464	506	False		
samtools_depad	samtools_depad	Re-align a SAM/BAM file with a padded reference (using samtools depad)								To update	http://www.htslib.org/	Assembly, SAM, Sequence Analysis	samtools_depad	2014-04-14	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_depad	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_depad	0.0.5	samtools	1.21			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
samtools_depth	samtools_depth	Coverage depth via samtools								To update	http://www.htslib.org/	Assembly, Sequence Analysis, SAM	samtools_depth	2014-11-19	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_depth	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_depth	0.0.3	samtools	1.21			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	6485	6549	720	726	10127	10127	1518	1518	238	238	37	37	16850	16914	2275	2281	False		
samtools_idxstats	samtools_idxstats	BAM mapping statistics (using samtools idxstats)								To update	http://www.htslib.org/	Assembly, Next Gen Mappers, SAM	samtools_idxstats	2013-11-11	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_idxstats	https://github.com/peterjc/pico_galaxy/tree/master/tools/samtools_idxstats	0.0.6	samtools	1.21			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	52099	55110	4053	4497	73194	108684	6930	9936	14771	15714	1222	1419	140064	179508	12205	15852	False		
seq_filter_by_id	seq_filter_by_id	Filter sequences by ID								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_filter_by_id	Fasta Manipulation, Sequence Analysis, Text Manipulation	seq_filter_by_id	2016-05-17	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_filter_by_id	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_filter_by_id	0.2.9	biopython	1.70			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	30300	32553	732	799	21726	31891	619	621	2886	2886	144	144	54912	67330	1495	1564	False		
seq_filter_by_mapping	seq_filter_by_mapping	Filter sequencing reads using SAM/BAM mapping files								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_filter_by_mapping	Assembly, Fasta Manipulation, Fastq Manipulation, SAM, Sequence Analysis	seq_filter_by_mapping	2015-04-29	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_filter_by_mapping	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_filter_by_mapping	0.0.8	biopython	1.70			0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4322	4714	180	205	0	0	0	0	0	0	0	0	4322	4714	180	205	False		
seq_length	seq_length	Compute sequence length (from FASTA, QUAL, FASTQ, SFF, etc)								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_length	Fasta Manipulation, Fastq Manipulation, Sequence Analysis	seq_length	2018-05-08	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_length	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_length	0.0.5	biopython	1.70			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
seq_primer_clip	seq_primer_clip	Trim off 5' or 3' primers								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_primer_clip	Assembly, Fasta Manipulation, Text Manipulation	seq_primer_clip	2015-04-28	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_primer_clip	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_primer_clip	0.0.18	galaxy_sequence_utils	1.2.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
seq_rename	seq_rename	Rename sequences with ID mapping from a tabular file								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_rename	Fasta Manipulation, Sequence Analysis, Text Manipulation	seq_rename	2014-12-02	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_rename	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_rename	0.0.10	galaxy_sequence_utils	1.2.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
seq_select_by_id	seq_select_by_id	Select sequences by ID								To update	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_select_by_id	Fasta Manipulation, Sequence Analysis, Text Manipulation	seq_select_by_id	2015-04-24	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_select_by_id	https://github.com/peterjc/pico_galaxy/tree/master/tools/seq_select_by_id	0.0.15	biopython	1.70			0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2196	3529	260	289	2196	3529	260	289	False		
seqprep	seqprep	Tool for merging paired-end Illumina reads and trimming adapters.	seqprep	seqprep		SeqPrep	Strips adapters and optionally merges overlapping paired-end (or paired-end contamination in mate-pair libraries) illumina style reads.	Nucleic acid design	Genomics, Sequence assembly, Sequencing, Probes and primers	Up-to-date	https://github.com/jstjohn/SeqPrep	Fastq Manipulation, Sequence Analysis	seqprep	2024-01-15	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/seqprep	https://github.com/galaxyproject/tools-iuc/tree/main/tools/seqprep	1.3.2	seqprep	1.3.2	Nucleic acid design	Genomics, Sequence assembly, Sequencing, Probes and primers	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2424	2424	102	102	0	0	0	0	0	0	0	0	2424	2424	102	102	False		
sequence_format_converter	sequence_format_converter	various fasta to tabular conversions								To update	http://artbio.fr	Convert Formats, Fasta Manipulation	sequence_format_converter	2017-09-04	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/sequence_format_converter	https://github.com/ARTbio/tools-artbio/tree/main/tools/sequence_format_converter	2.2.0	python				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
shasta	shasta	Fast de novo assembly of long read sequencing data								To update	https://github.com/chanzuckerberg/shasta	Assembly, Nanopore	shasta	2020-11-11	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/shasta	https://github.com/galaxyproject/tools-iuc/tree/main/tools/shasta	0.6.0	shasta	0.13.0			0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	913	913	308	308	0	0	0	0	568	568	73	73	1481	1481	381	381	False		
short_reads_trim_seq	trim_reads	Select high quality segments								To update		Fastq Manipulation	short_reads_trim_seq	2014-05-19	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/short_reads_trim_seq	https://github.com/galaxyproject/tools-devteam/tree/main/tools/short_reads_trim_seq	1.0.0					1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	175	220	51	60	350	6657	85	1602	0	0	0	0	525	6877	136	1662	False		
shovill	shovill	Faster de novo assembly pipeline based around Spades	shovill	shovill		shovill	Shovill is a pipeline for assembly of bacterial isolate genomes from Illumina paired-end reads.  Shovill uses SPAdes at its core, but alters the steps before and after the primary assembly step to get similar results in less time. Shovill also supports other assemblers like SKESA, Velvet and Megahit, so you can take advantage of the pre- and post-processing the Shovill provides with those too.	Genome assembly	Genomics, Microbiology, Sequence assembly	Up-to-date	https://github.com/tseemann/shovill	Assembly	shovill	2017-10-24	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/shovill	https://github.com/galaxyproject/tools-iuc/tree/main/tools/shovill	1.1.0	shovill	1.1.0	Genome assembly	Genomics, Microbiology, Sequence assembly	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	46125	47376	2273	2356	40577	40577	3971	3971	19960	21130	1085	1199	106662	109083	7329	7526	False		
sickle	sickle	A windowed adaptive trimming tool for FASTQ files using quality	sickle	sickle		sickle	A  tool that uses sliding windows along with quality and length thresholds to determine when quality is sufficiently low to trim the 3'-end of reads and also determines when the quality is sufficiently high enough to trim the 5'-end of reads.	Sequence trimming	Data quality management	To update	https://github.com/najoshi/sickle	Fastq Manipulation, Sequence Analysis	sickle	2015-11-03	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sickle	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sickle	1.33.2	sickle-trim	1.33	Sequence trimming	Data quality management	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	18184	18937	555	608	10514	10514	1063	1063	0	0	0	0	28698	29451	1618	1671	False		
smudgeplot	smudgeplot	Inference of ploidy and heterozygosity structure using whole genome sequencing	smudgeplots	smudgeplots		Smudgeplots	Reference-free profiling of polyploid genomes | Inference of ploidy and heterozygosity structure using whole genome sequencing data | Smudgeplots are computed from raw or even better from trimmed reads and show the haplotype structure using heterozygous kmer pairs. For example: | This tool extracts heterozygous kmer pairs from kmer dump files and performs gymnastics with them. We are able to disentangle genome structure by comparing the sum of kmer pair coverages (CovA + CovB) to their relative coverage (CovA / (CovA + CovB)). Such an approach also allows us to analyze obscure genomes with duplications, various ploidy levels, etc | GenomeScope 2.0 and Smudgeplots: Reference-free profiling of polyploid genomes Timothy Rhyker Ranallo-Benavidez, Kamil S. Jaron, Michael C. Schatz bioRxiv 747568; doi: https://doi.org/10.1101/747568	Sequence trimming, Genotyping, k-mer counting	Sequence assembly, Genetic variation, Mathematics	To update	https://github.com/KamilSJaron/smudgeplot	Assembly	smudgeplot	2022-06-30	galaxy-australia	https://github.com/galaxyproject/tools-iuc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/smudgeplot	0.2.5	smudgeplot	0.3.0	Sequence trimming, Genotyping, k-mer counting	Sequence assembly, Genetic variation, Mathematics	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	325	325	61	61	137	137	54	54	843	843	63	63	1305	1305	178	178	False		
spades	spades_biosyntheticspades, spades_coronaspades, spades_metaplasmidspades, metaspades, spades_metaviralspades, spades_plasmidspades, rnaspades, spades_rnaviralspades, spades	SPAdes is an assembly toolkit containing various assembly pipelines. It implements the following 4 stages: assembly graph construction, k-bimer adjustment, construction of paired assembly graph and contig construction.	spades	plasmidspades, metaplasmidspades, rnaspades, metaspades, spades, coronaspades, metaviralspades, biosyntheticspades, rnaviralspades		SPAdes	St. Petersburg genome assembler – is intended for both standard isolates and single-cell MDA bacteria assemblies. SPAdes 3.9 works with Illumina or IonTorrent reads and is capable of providing hybrid assemblies using PacBio, Oxford Nanopore and Sanger reads. Additional contigs can be provided and can be used as long reads.	Genome assembly	Sequence assembly	To update	https://github.com/ablab/spades	Assembly, RNA, Metagenomics	spades	2017-06-30	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/spades	https://github.com/galaxyproject/tools-iuc/tree/main/tools/spades	3.15.5	spades	4.0.0	Genome assembly	Sequence assembly	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	1	3	8	0	0	2	0	0	0	3	0	0	0	0	0	0	3	9	3	0	82716	87113	8209	8526	120471	120475	14787	14790	54067	61541	5817	6653	257254	269129	28813	29969	False		
spades_header_fixer	spades_header_fixer	Fixes Spades Fasta ids								To update	https://github.com/phac-nml/galaxy_tools	Fasta Manipulation	spades_fasta_header_fixer	2019-12-18	nml	https://github.com/phac-nml/galaxy_tools	https://github.com/phac-nml/galaxy_tools/tree/master/tools/spades_header_fixer	1.1.2+galaxy1	sed				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
split_paired_reads	split_paired_reads	Split paired end reads								To update		Fastq Manipulation	split_paired_reads	2013-09-25	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/split_paired_reads	https://github.com/galaxyproject/tools-devteam/tree/main/tools/split_paired_reads	1.0.0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	3	200	384	31	66	200	397	31	69	False		
sra-tools	fasterq_dump, fastq_dump, sam_dump	NCBI Sequence Read Archive toolkit utilities	sra-tools	sra-tools		SRA Software Toolkit	The SRA Toolkit and SDK from NCBI is a collection of tools and libraries for using data in the INSDC Sequence Read Archives.	Data handling	DNA, Genomics, Sequencing	Up-to-date	https://github.com/ncbi/sra-tools	Data Source, Fastq Manipulation	sra_tools	2020-06-23	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sra-tools	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sra-tools	3.1.1	sra-tools	3.1.1	Data handling	DNA, Genomics, Sequencing	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	2	0	3	0	0	3	0	0	0	3	0	0	0	0	0	0	3	3	3	0	364871	376580	16710	17342	583675	678448	53271	59638	48131	50455	5910	6181	996677	1105483	75891	83161	False		
tabular_to_fastq	tabular_to_fastq	Tabular to FASTQ converter								To update	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	tabular_to_fastq	2019-06-21	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/tabular_to_fastq	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/galaxy_sequence_utils/tabular_to_fastq	1.1.5	galaxy_sequence_utils	1.2.0			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	7011	8135	449	482	9473	28494	626	2183	850	1090	80	104	17334	37719	1155	2769	False		
tarfast5	tarfast5	produces a tar.gz archive of fast5 sequence files								To update	http://artbio.fr	Nanopore	tarfast5	2021-05-05	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/tarfast5	https://github.com/ARTbio/tools-artbio/tree/main/tools/tarfast5	0.6.1	pigz				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
taxonomy_krona_chart	taxonomy_krona_chart	Krona pie chart from taxonomic profile	krona	krona		Krona	Krona creates interactive HTML5 charts of hierarchical data (such as taxonomic abundance in a metagenome).	Visualisation	Metagenomics	To update	http://sourceforge.net/projects/krona/	Assembly	taxonomy_krona_chart	2015-08-12	crs4	https://github.com/galaxyproject/tools-iuc/tree/master/tools/taxonomy_krona_chart	https://github.com/galaxyproject/tools-iuc/tree/main/tools/taxonomy_krona_chart	2.7.1+galaxy0	krona	2.8.1	Visualisation	Metagenomics	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	36069	36922	5257	5431	25255	30822	5066	5826	7949	7949	1584	1584	69273	75693	11907	12841	False		
tgsgapcloser	tgsgapcloser	TGS-GapCloser uses error-prone long reads or preassembled contigs to fill N-gap in the genome assembly.	TGS-GapCloser	TGS-GapCloser		TGS-GapCloser	TGS-GapCloser is a fast and accurately passing through the Bermuda in large genome using error-prone third-generation long reads.	Genome assembly, Read mapping, Scaffolding, Localised reassembly	Sequencing, Sequence assembly, Phylogeny, Transcription factors and regulatory sites, Mapping	To update	https://github.com/BGI-Qingdao/TGS-GapCloser	Assembly	tgsgapcloser	2021-11-14	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/tgsgapcloser	https://github.com/bgruening/galaxytools/tree/master/tools/tgsgapcloser	1.0.3	tgsgapcloser	1.2.1	Genome assembly, Read mapping, Scaffolding, Localised reassembly	Sequencing, Sequence assembly, Phylogeny, Transcription factors and regulatory sites, Mapping	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	547	547	51	51	0	0	0	0	0	0	0	0	547	547	51	51	False		
trim_galore	trim_galore	Trim Galore adaptive quality and adapter trimmer	trim_galore	trim_galore		Trim Galore	A wrapper tool around Cutadapt and FastQC to consistently apply quality and adapter trimming to FastQ files, with some extra functionality for MspI-digested RRBS-type (Reduced Representation Bisufite-Seq) libraries.	Sequence trimming, Primer removal, Read pre-processing	Sequence analysis	To update	http://www.bioinformatics.babraham.ac.uk/projects/trim_galore/	Sequence Analysis, Fastq Manipulation	trim_galore	2015-04-22	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/trim_galore	https://github.com/bgruening/galaxytools/tree/master/tools/trim_galore	0.6.7	trim-galore	0.6.10	Sequence trimming, Primer removal, Read pre-processing	Sequence analysis	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	229489	275008	5733	6500	228708	324716	11708	16638	22644	23869	1439	1527	480841	623593	18880	24665	False		
trimmomatic	trimmomatic	A flexible read trimming tool for Illumina NGS data								Up-to-date	http://www.usadellab.org/cms/?page=trimmomatic	Fastq Manipulation	trimmomatic	2024-01-03	pjbriggs	https://github.com/galaxyproject/tools-iuc/tree/main/packages/trimmomatic	https://github.com/galaxyproject/tools-iuc/tree/main/tools/trimmomatic	0.39	trimmomatic	0.39			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	352353	383014	14547	15408	632385	839058	39323	49850	125340	139097	5268	5975	1110078	1361169	59138	71233	False		
trycycler	trycycler_cluster, trycycler_consensus, trycycler_partition, trycycler_reconcile_msa, trycycler_subsample	Trycycler toolkit wrappers								Up-to-date	https://github.com/rrwick/Trycycler	Assembly	trycycler	2021-02-11	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/trycycler	https://github.com/galaxyproject/tools-iuc/tree/main/tools/trycycler	0.5.5	trycycler	0.5.5			0	5	5	5	0	5	5	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14681	14681	265	265	0	0	0	0	4488	4488	147	147	19169	19169	412	412	False		
unicycler	unicycler	Unicycler is a hybrid assembly pipeline for bacterial genomes.	unicycler	unicycler		Unicycler	A tool for assembling bacterial genomes from a combination of short (2nd generation) and long (3rd generation) sequencing reads.	Genome assembly, Aggregation	Microbiology, Genomics, Sequencing, Sequence assembly	Up-to-date	https://github.com/rrwick/Unicycler	Assembly	unicycler	2018-08-28	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/unicycler	https://github.com/galaxyproject/tools-iuc/tree/main/tools/unicycler	0.5.1	unicycler	0.5.1	Genome assembly, Aggregation	Microbiology, Genomics, Sequencing, Sequence assembly	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	74120	77648	3798	3963	64946	90075	5451	7380	19516	20422	2010	2080	158582	188145	11259	13423	False		
validate_fasta_database	validate_fasta_database	runs Compomics database identification tool on any FASTA database, and separates valid and invalid entries based on a series of checks.								To update		Fasta Manipulation, Proteomics	validate_fasta_database	2017-09-14	galaxyp		https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/validate_fasta_database	0.1.5	validate-fasta-database	1.0			1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	112	112	38	38	0	0	0	0	0	0	0	0	112	112	38	38	False		
velvet	velvetg, velveth	de novo genomic assembler specially designed for short read sequencing technologies	velvet	velvet		Velvet	A de novo genomic assembler specially designed for short read sequencing technologies, such as Solexa or 454 or SOLiD.	Formatting, De-novo assembly	Sequence assembly	To update	https://www.ebi.ac.uk/~zerbino/velvet/	Assembly	velvet	2020-06-09	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/velvet	https://github.com/galaxyproject/tools-iuc/tree/main/tools/velvet		velvet	1.2.10	Formatting, De-novo assembly	Sequence assembly	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	25171	27943	3899	4270	51187	51187	7557	7557	28546	28619	3585	3613	104904	107749	15041	15440	False		
velvet_optimiser	velvetoptimiser	Automatically optimize Velvet assemblies	velvetoptimiser	velvetoptimiser		VelvetOptimiser	This tool is designed to run as a wrapper script for the Velvet assembler (Daniel Zerbino, EBI UK) and to assist with optimising the assembly.	Optimisation and refinement, Sequence assembly	Genomics, Sequence assembly	To update		Assembly	velvetoptimiser	2017-12-19	simon-gladman	https://github.com/galaxyproject/tools-iuc/tree/master/tools/velvetoptimiser	https://github.com/galaxyproject/tools-iuc/tree/main/tools/velvet_optimiser	2.2.6+galaxy2	velvet	1.2.10	Optimisation and refinement, Sequence assembly	Genomics, Sequence assembly	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	4715	5343	888	965	9575	9576	2117	2117	3271	5524	1050	1397	17561	20443	4055	4479	False		
verkko	verkko	Telomere-to-telomere assembly pipeline								To update	https://github.com/marbl/verkko	Assembly	verkko	2023-01-24	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/verkko	https://github.com/galaxyproject/tools-iuc/tree/main/tools/verkko	1.3.1	verkko	2.2.1			0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	48	48	25	25	0	0	0	0	0	0	0	0	48	48	25	25	False		
